,origin,tweet_text,tweet_text_NER,tweet_text_NER_STEM,label
2735,ARC,- تناول الثوم يساعد في الوقاية من العدوى بفيروس كورونا: يعد الثوم طعاما صحيا، ويتميز باحتوائه على بعض الخصائص المضادة للميكروبات.. ومع ذلك، لا توجد أي بينة تثبت أن تناول الثوم يقي من العدوى بفيروس كورونا المستجد,- تناول الثوم يساعد في الوقاية من العدوى بفيروس كورونا: يعد الثوم طعاما صحيا، ويتميز باحتوائه على بعض الخصائص المضادة للميكروبات.. ومع ذلك، لا توجد أي بينة تثبت أن تناول الثوم يقي من العدوى بفيروس كورونا المستجد,- تناول ثوم ساعد في وقاية من عدوى فيروس كورونا : عد ثوم طعام صحي ، تميز احتواء على بعض خصيصة مضاد ميكروب . . مع ذلك ، لا وجد أي بينة أثبت أن تناول ثوم وقى من عدوى فيروس كورونا مستجد,True
2736,ARC,مفهوم خاطئ : يمكن أن ينتقل فيروس كورونا المستجد (2019-nCov) عن طريق لدغات البعوض حقيقة: فيروس كورونا المستجد (2019-nCov) لا يمكن أن ينتقل عن طريق لدغات البعوض فيروس كورونا المستجد هو فيروس من فيروسات الجهاز التنفسي ينتقل أساسا نتيجة مخالطة شخص مصاب. وعينا_عن_كورونا,مفهوم خاطئ : يمكن أن ينتقل فيروس كورونا المستجد (2019-nCov) عن طريق لدغات البعوض حقيقة: فيروس كورونا المستجد (2019-nCov) لا يمكن أن ينتقل عن طريق لدغات البعوض فيروس كورونا المستجد هو فيروس من فيروسات الجهاز التنفسي ينتقل أساسا نتيجة مخالطة شخص مصاب. وعينا_عن_كورونا,مفهوم خاطئ : أمكن أن انتقل فيروس كورونا مستجد ( 2019 - nCov ) عن طريق لدغ بعوض حقيقة : فيروس كورونا مستجد ( 2019 - nCov ) لا أمكن أن انتقل عن طريق لدغ بعوض فيروس كورونا مستجد هو فيروس من فيروس جهاز تنفسي انتقل أساس نتيجة مخالطة شخص مصاب . وعي _ عن _ كورونا,True
2737,ARC,"استطلاع_كويتنا حول فيروس كورونا_الكويت | ""مو خايف ولا كورونا ولا بورونا"" ، ""اليانسون"" افضل شيء كورونا","استطلاع_كويتنا حول فيروس  LOC  | "" PER  ولا كورونا ولا  PER "" ، "" MISC "" افضل شيء كورونا","استطلاع _ كويت حول فيروس LOC | "" PER لا كورونا لا PER "" ، "" MISC "" أفضل شيء كورونا",False
2738,MFH,"عاجل: منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف"" - عبر تطبيق نبض","عاجل:  ORG : الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف"" - عبر تطبيق نبض","عاجل : ORG : اعتقاد أن فيروس كورونا اختفى حل صيف "" أمل زائف "" - عبر تطبيق نبض",True
2739,ARC,الرئيس الصيني صحبة رئيس الوزراء فى زيارة فجئية الى احد المساجد طالبا منهم الدعاء لرفع البلاء الان وقد عصيت وكنت من المفسدين آية من آيات الله للجبابرة اللهم اعز الاسلام والمسلمين فيروس_كورونا شؤون_الامة,الرئيس الصيني صحبة رئيس الوزراء فى زيارة فجئية الى احد المساجد طالبا منهم الدعاء لرفع البلاء الان وقد عصيت وكنت من المفسدين آية من آيات الله للجبابرة اللهم اعز الاسلام  PER  شؤون_الامة,رئيس صيني صحبة رئيس وزير في زيارة فجئية الى أحد مسجد طالب من دعاء رفع بلاء الان قد عصى كان من مفسد آية من آية الله جبار اللهم اعز إسلام PER شأن _ أمة,False
2740,MFH,يعني جبران و كورونا ببلد واحد سنموت_بعد_قليل لبنان,يعني  PER  و كورونا ببلد واحد سنموت_بعد_قليل  LOC ,عنى PER و كورونا بلد واحد مات _ بعد _ قليل LOC,False
2741,MFH,حديقة حيوان برونكس في نيويورك تعلن إصابة نمر بفيروس كورونا و 6 اسود عليهم الاعراض,حديقة حيوان  LOC  في  ORG  تعلن إصابة نمر بفيروس كورونا و 6 اسود عليهم الاعراض,حديقة حيوان LOC في ORG أعلن إصابة مر فيروس كورونا و 6 اسود على إعراض,True
2742,4IF,احدى طائرات الشحن القطرية القادمة من إيران تحمل على متنها مرضى بفيروس كورونا بغطاء تبرعات طبية مكدسين فوق بعضهم تهبط بمطار بيروت بالقوة تحت حماية حزب الله ..,احدى طائرات الشحن القطرية القادمة من  LOC  تحمل على متنها مرضى بفيروس كورونا بغطاء تبرعات طبية مكدسين فوق بعضهم تهبط بمطار  LOC  بالقوة تحت حماية  ORG  ..,إحدى طائرة شحن قطري قادم من LOC حمل على متن مريض فيروس كورونا غطاء تبرع طبي مكدسين فوق بعض هبط مطار LOC قوة تحت حماية ORG . .,False
2743,MFH,انا لله وانا اليه راجعون انتقل الى رحمة الله اخونا منير احد العمال في المؤسسة بسبب كورونا اسأل الله ان يغفر له ويرحمه ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان لا تحرموه من دعائكم جزاكم الله خيرا مرسول_يستفز_الكباتن_والعملاء,انا لله وانا اليه راجعون انتقل الى رحمة الله اخونا منير احد العمال في المؤسسة بسبب كورونا اسأل الله ان يغفر له ويرحمه ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان لا تحرموه من دعائكم جزاكم الله خيرا مرسول_يستفز_الكباتن_والعملاء,أنا الله أنا إلى راجع انتقل الى رحمة الله اخو منير أحد عامل في مؤسسة سبب كورونا أسأل الله ان غفر ل رحم سكن فسيح جنة ويل أهل ذو صبر سلوان لا تحرموه من دعاء جزى الله خير مرسول _ استفز _ كباتن _ عميل,True
2744,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 3,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 3,اختبار بسيط معرف فيروس كورونا في 10 ثواني 3,False
2745,MFH,ولي_العهد_محمد_بن_سلمان تعال انقذ المملكه والعالم من الكورونا تعال لنعقد صفقه الفتح ترجع بالخياه الى حالتهاالطبيعيه عندي وصفه تقي العالم وتخلصه من الفيروس باذن الله وصفه طبيعيه ليست كليماويه يا ولي العهد تعال نعقد صفقه الفتح ليست كوصفه القرن اغلى منها بترليون مره عجل لتنقذ .,ولي_العهد PER  تعال انقذ المملكه والعالم من الكورونا تعال لنعقد صفقه الفتح ترجع بالخياه الى حالتهاالطبيعيه عندي وصفه تقي العالم وتخلصه من الفيروس باذن الله وصفه طبيعيه ليست كليماويه يا ولي العهد تعال نعقد صفقه الفتح ليست كوصفه القرن اغلى منها بترليون مره عجل لتنقذ .,ولي _ عهد PER تعال أنقذ مملكه عالم من كورونا تعال عقد صفق فتح رجع خياه الى حالتهاالطبيعيه عند وصف تقي عالم تخلص من فيروس إذن الله وصف طبيعي ليس كليماويه يا ولي عهد تعال عقد صفق فتح ليس وصف قرن أغلى من بترليون مر عجل أنقذ .,False
2746,4IF,مستفيدون مواطنون ومقيمون يتلقون الجرعة الأولى من لقاح كوفيد_19 بمركز لقاحات مجمع القصيم التخصصي الوطني بمحافظة الرس,مستفيدون مواطنون ومقيمون يتلقون الجرعة الأولى من لقاح كوفيد_19 بمركز لقاحات  LOC  بمحافظة  LOC ,مستفيد مواطن مقيم يتلقون جرعة أول من لقاح كوفيد _ 19 مركز لقاح LOC محافظة LOC,True
2747,MFH,دعواتكم لجد صحبتي توفى اليوم بسبب كورونا الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,دعواتكم لجد صحبتي توفى اليوم بسبب كورونا الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,دعوة جد صحبة وفى يوم سبب كورونا الله رحم غفر ل سكن فسيح جنة ويل أهل ذو صبر سلوان أنا الله أنا إلى راجع,True
2748,MFH,"عاجل - منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف"" ( BBC ) أعز_الرجال_وأنقاهم ملاذ","عاجل -  ORG : الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف"" ( BBC ) أعز_الرجال_وأنقاهم ملاذ","عاجل - ORG : اعتقاد أن فيروس كورونا اختفى حل صيف "" أمل زائف "" ( BBC ) أعز _ رجل _ أنقا ملاذ",True
2749,ARC,كورونا_الكويت كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها.اضف 7 كؤوس ماء ثم أغلى الخليط..كل الثوم واشرب من الماء المغلي. بين ليلةوضحاها(في غمضة عين)ستشعر بالتحسن,كورونا LOC   MISC  يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها.اضف 7 كؤوس ماء ثم أغلى الخليط..كل الثوم واشرب من الماء المغلي. بين ليلةوضحاها(في غمضة عين)ستشعر بالتحسن,كورونا LOC MISC أمكن معالجة ماء ثوم طازج مغلي طبيب صيني مسن أثبت عالي ذلك عدة مريض استخدم أثبت عالي أخذ 8 فصوص ثوم كبير اهرس . اضف 7 كأس ماء ثم أغلى خليط . .كل ثوم اشرب من ماء مغلي . بين ليلةوضحاها ( في غمضة عين ) شعر تحسن,False
2750,ARC,إن التدخين واستخدام الأرجيلة أو السجائر الإلكترونية يجعل الأشخاص أكثر عرضة للإصابة بأمراض الجهاز التنفسي وخطر المعاناة من أعراض حادة في حال إصابتهم بفيروس كورونا. انتهز هذه الفترة للإقلاع عن التدخين وحافظ على سلامتك وسلامة من حولك. فيروس_كورونا التدخين الأردن خليك_بالبيت,إن التدخين واستخدام الأرجيلة أو السجائر الإلكترونية يجعل الأشخاص أكثر عرضة للإصابة بأمراض الجهاز التنفسي وخطر المعاناة من أعراض حادة في حال إصابتهم بفيروس كورونا. انتهز هذه الفترة للإقلاع عن التدخين وحافظ على سلامتك وسلامة من حولك. فيروس_كورونا التدخين  LOC  خليك_بالبيت,إن تدخين استخدام أرجيل أو سيجارة إلكتروني جعل شخص أكثر عرضة إصابة مرض جهاز تنفسي خطر معاناة من عرض حاد في حال إصابة فيروس كورونا . انتهز هذا فترة إقلاع عن تدخين حافظ على سلامة سلامة من حول . فيروس _ كورونا تدخين LOC خليك _ بيت,True
2751,MFH,عاجل الرئاسة_الجزائرية تعلن إصابة الرئيس عبد_المجيد_تبون بفيروس كورونا rtarabic,عاجل الرئاسة_الجزائرية تعلن إصابة الرئيس  PER  بفيروس كورونا rtarabic,عاجل رئاسة _ جزائري أعلن إصابة رئيس PER فيروس كورونا rtarabic,True
2752,MFH,بالصين أي حيوان يلاقونه ياكلونه،، وبالهند أي حيوان يلاقونه يعبدونه،، وبالكويت أي حيوان يلاقونه ينتخبونه ،، عرفتوا ليش انتشرت الكورونا الحين الكويت_كورونا فيروس_كورونا كورونا_في_الكويت كورونا_الجديد بس_مصخت,بالصين أي حيوان يلاقونه ياكلونه،، وبالهند أي حيوان يلاقونه يعبدونه،، وب LOC  أي حيوان يلاقونه ينتخبونه ،، عرفتوا ليش انتشرت الكورونا الحين  LOC _كورونا فيروس_كورونا كورونا_في_ LOC  كورونا_الجديد بس_مصخت,صين أي حيوان لاقى ياكلونه ، ، هند أي حيوان لاقى عبد ، ، وب LOC أي حيوان لاقى ينتخبونه ، ، عرف يش انتشر كورونا حين LOC _ كورونا فيروس _ كورونا كورونا _ في _ LOC كورونا _ جديد بس _ مصخ,False
2753,MFH,عاجل: (في أول خطاب له بعد انتقاله للعلاج إلى ألمانيا: تبون يعلن للشعب تعافيه من فيروس كورونا),عاجل: (في أول خطاب له بعد انتقاله للعلاج إلى  LOC : تبون يعلن للشعب تعافيه من فيروس كورونا),عاجل : ( في أول خطاب ل بعد انتقال علاج إلى LOC : تب أعلن شعب تعافي من فيروس كورونا ),True
2754,MFH,أي نعم الغباء ما بوجع بس نحنا اللبنانية غبائنا رح يجيب أخرتنا كلنا و كلنا يعني كلنا! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان لا_ثقة لبنان_يتكروان,أي نعم الغباء ما بوجع بس نحنا ال LOC ية غبائنا رح يجيب أخرتنا كلنا و كلنا يعني كلنا! لا_داعي_للهلع سنموت_بعد_قليل كورونا_ LOC  لا_ثقة  LOC _يتكروان,أي نعم غباء ما وجع بس نحن ال LOC ية غباء رح أجاب أخرت كل و كل عنى كل ! لا _ داعي _ هلع مات _ بعد _ قليل كورونا _ LOC لا _ ثقة LOC _ يتكروان,False
2755,ARC,«الصحة»: البضائع والطرود القادمة من الصين لاتنشر كورونا -,«الصحة»: البضائع والطرود القادمة من  LOC  لاتنشر كورونا -,« صحة » : بضاعة طرد قادم من LOC لاتنشر كورونا -,True
2756,ARC,Marca | كان كريستيانو رونالدو دائما شخصا واعيا جدا بالمجتمع. الأمر ليس أقل مع أزمة فيروسات كورونا وسيحول فنادقه في البرتغال إلى مستشفيات للمساعدة في مكافحة الوباء. وبالتالي ، ستصبح فنادق CR7 في بلده مستشفيات يمكن استخدامها مجانا. وسيتكلف رونالدو دفع رواتب الأطباء والعمال, MISC  | كان  PER  دائما شخصا واعيا جدا بالمجتمع. الأمر ليس أقل مع أزمة فيروسات كورونا وسيحول فنادقه في  LOC  إلى مستشفيات للمساعدة في مكافحة الوباء. وبالتالي ، ستصبح فنادق  MISC  في بلده مستشفيات يمكن استخدامها مجانا. وسيتكلف  PER  دفع رواتب الأطباء والعمال,MISC | كان PER دائم شخص واعي جد مجتمع . أمر ليس أقل مع أزمة فيروس كورونا حال فندق في LOC إلى مستشفى مساعدة في مكافحة وباء . تالي ، أصبح فندق MISC في بلد مستشفى أمكن استخدام مجان . تكلف PER دفع راتب طبيب عامل,False
2757,ARC,”عيون الظلام“.. رواية أمريكية تنبأت بظهور كورونا فى ووهان الصينية! (صورة),”عيون الظلام“.. رواية أمريكية تنبأت بظهور كورونا فى  LOC ! (صورة),” عين ظلام “ . . رواية أمريكي تنبأ ظهور كورونا في LOC ! ( صورة ),False
2758,MFH,فيروس_كورونا الوزير الأول يصدر مرسوما جديدا يتضمن توسيع اجراءات الحجر الجزئي إلى 9 ولايات جديد في اطار الوقاية من تفشي وباء كورونا بداية من يوم السبت 28 مارس 2020 باتنة تيزي وزو سطيف قسنطينة المدية وهران بومرداس الوادي تيبازة,فيروس PER  يصدر مرسوما جديدا يتضمن توسيع اجراءات الحجر الجزئي إلى 9 ولايات جديد في اطار الوقاية من تفشي وباء كورونا بداية من يوم السبت 28 مارس 2020 باتنة تيزي وزو سطيف  LOC  المدية  LOC  الوادي  LOC ,فيروس PER صدر مرسوم جديد تضمن توسيع إجراء حجر جزئي إلى 9 ولاية جديد في إطار وقاية من تفشي وباء كورونا بداية من يوم سبت 28 مارس 2020 باتنة تيزي وزو سطيف LOC مدية LOC وادي LOC,True
2759,MFH,معقول الكورونا يفوت على مجلس النواب؟ ولا الحرس بيمنعوه؟ كورونا سنموت_بعد_قليل لا_داعي_للهلع,معقول الكورونا يفوت على مجلس النواب؟ ولا الحرس بيمنعوه؟ كورونا سنموت_بعد_قليل لا_داعي_للهلع,معقول كورونا فات على مجلس نائب ؟ لا حرس بيمنعوه ؟ كورونا مات _ بعد _ قليل لا _ داعي _ هلع,False
2760,4IF,بشرى.. ولله الحمد والمنة مركز الملك عبدالله العالمي للأبحاث الطبية توصل إلى لقاح خاص بفيروس كورونا_الجديد والنتائج إيجابية بفضل من الله وحده.. وقريبا سيعلن عنه…,بشرى.. ولله الحمد والمنة مركز الملك  LOC  للأبحاث الطبية توصل إلى لقاح خاص بفيروس كورونا_الجديد والنتائج إيجابية بفضل من الله وحده.. وقريبا سيعلن عنه…,بشرة . . الله حمد المن مركز ملك LOC بحث طبي توصل إلى لقاح خاص فيروس كورونا _ جديد نتيجة إيجابي فضل من الله وحد . . قريب أعلن عن …,False
2761,ARC,عاجل : العراق وزارة الصحة العراقية تطالب بإغلاق الحدود مع إيران خوفا من انتشار كورونا,عاجل :  LOC  وزارة الصحة  LOC ية تطالب بإغلاق الحدود مع  LOC  خوفا من انتشار كورونا,عاجل : LOC وزارة صحة LOC ية طالب إغلاق حد مع LOC خوف من انتشار كورونا,False
2762,4IF,روسيا تعلن رسميا انتاج اول لقاح فعال ضد فيروس_كورونا اللهم ارفع الوباء والبلاء عن العالم. كورونا روسيا, LOC  تعلن رسميا انتاج اول لقاح فعال ضد فيروس_كورونا اللهم ارفع الوباء والبلاء عن العالم. كورونا  LOC ,LOC أعلن رسمي إنتاج أول لقاح فعال ضد فيروس _ كورونا اللهم أرفع وباء بلاء عن عالم . كورونا LOC,True
2763,4IF,ذكرت وكالات أنباء محلية أن وزير الصحة الروسي ميخائيل موراشكو يجهز لحملة تطعيم جماعي ضد فيروس كورونا في أكتوبر بعد استكمال التجارب السريرية لأحد اللقاحات. و اضاف ان معهد جاماليا البحثي التابع للدولة في موسكو استكمل التجارب السريرية للقاح ويجري حاليا الاستعداد لإجراءات تسجيله.,ذكرت وكالات أنباء محلية أن وزير الصحة الروسي  PER  يجهز لحملة تطعيم جماعي ضد فيروس كورونا في أكتوبر بعد استكمال التجارب السريرية لأحد اللقاحات. و اضاف ان  LOC  البحثي التابع للدولة في  LOC  استكمل التجارب السريرية للقاح ويجري حاليا الاستعداد لإجراءات تسجيله.,ذكر وكالة نبأ محلي أن وزير صحة روسي PER جهز حملة تطعيم جماعي ضد فيروس كورونا في أكتوبر بعد استكمال تجربة سريري أحد لقاح . و أضاف ان LOC بحثي تابع دولة في LOC استكمل تجربة سريري لقاح جرى حالي استعداد إجراء تسجيل .,False
2764,4IF,شركة Pfizer توافق على تصنيع لقاح Remdesivir لفيروس كورونا الخاص بشركة Gilead,شركة  MISC  توافق على تصنيع لقاح  MISC  لفيروس كورونا الخاص بشركة  MISC ,شركة MISC توافق على تصنيع لقاح MISC فيروس كورونا خاص شركة MISC,True
2765,ARC,أمين عام الأطباء العرب: «الوضوء» أفضل طريقة للوقاية من «كورونا المستجد»,أمين عام الأطباء  PER : «الوضوء» أفضل طريقة للوقاية من « LOC »,أمين عام طبيب PER : « وضوء » أفضل طريقة وقاية من « LOC »,False
2766,ARC,عاجل | إصابة لاعب يوفنتوس باولو ديبالا بفايروس كورونا وهو ثالث لاعب في الدوري الإيطالي حتى الآن,عاجل | إصابة لاعب  ORG   PER   PER  وهو ثالث لاعب في  MISC  حتى الآن,عاجل | إصابة لاعب ORG PER PER هو ثالث لاعب في MISC حتى آن,False
2767,ARC,من أراد أن يفهم فيروس كورونا عليه بقراءة كتاب عيون الظلام للكاتب الامريكي الشهير دايان كونتز والذي الفه سنة 1981 سوف تعرفون أسرار كبيرة وعظيمة اسم الكتاب The Eyes of Darkness اسم المؤلفDEAN KOONTZ ستتفاجؤن..وتندهشون,من أراد أن يفهم فيروس كورونا عليه بقراءة كتاب عيون الظلام للكاتب الامريكي الشهير  PER  والذي الفه سنة 1981 سوف تعرفون أسرار كبيرة وعظيمة اسم الكتاب The Eyes of Darkness اسم المؤلف MISC  ستتفاجؤن..وتندهشون,من أراد أن فهم فيروس كورونا على قراءة كتاب عين ظلام كاتب أمريكي شهير PER الذي الف سنة 1981 سوف عرف سر كبير عظيم اسم كتاب The Eyes of Darkness اسم مؤلف MISC ستتفاجؤن . .وتندهشون,False
2768,4IF,تعرف على موعد طرح اللقاح الروسي اللقاح الجديد الذي يجري التطعيم به سيطرح بنهاية الشهر الجاري وكان المدير العام لصندوق الاستثمار المباشر الروسي قد أكد أن الحكومة تلقت طلبات من 20 دولة لإنتاج شحنات من اللقاح الجديد يصل حجمها الإجمالي إلى مليار جرعة COVID19 كورونا روسيا,تعرف على موعد طرح اللقاح الروسي اللقاح الجديد الذي يجري التطعيم به سيطرح بنهاية الشهر الجاري وكان المدير العام  ORG  قد أكد أن الحكومة تلقت طلبات من 20 دولة لإنتاج شحنات من اللقاح الجديد يصل حجمها الإجمالي إلى مليار جرعة COVID19 كورونا  LOC ,عرف على موعد طرح لقاح روسي لقاح جديد الذي جرى تطعيم ب طرح نهاية شهر جاري كان مدير عام ORG قد أكد أن حكومة تلقى طلب من 20 دولة إنتاج شحن من لقاح جديد وصل حجم إجمالي إلى مليار جرعة COVID19 كورونا LOC,True
2769,4IF,في وقت تسابق فيه المخابر الزمن لإنتاج لقاح.. دراسة إيطالية تكشف أن أكثر من 99% من الوفيات جراء الإصابة بفيروس كورونا أصحابها مصابون بأمراض مزمنة | تقرير جعفر سلمات الأخبار,في وقت تسابق فيه المخابر الزمن لإنتاج لقاح.. دراسة إيطالية تكشف أن أكثر من 99% من الوفيات جراء الإصابة بفيروس كورونا أصحابها مصابون بأمراض مزمنة | تقرير جعفر سلمات الأخبار,في وقت تسابق في مخابر زمن إنتاج لقاح . . دراسة إيطالي كشف أن أكثر من 99% من وفاة جراء إصابة فيروس كورونا صاحب مصاب مرض مزمن | تقرير جعفر سلم خبر,True
2770,ARC,الاستحمام بالماء الساخن هل يقتل فيروس_كورونا؟ الصحة العالمية ترد,الاستحمام بالماء الساخن هل يقتل فيروس_كورونا؟ الصحة العالمية ترد,استحمام ماء ساخن هل قتل فيروس _ كورونا ؟ صحة عالمي ردى,True
2771,4IF,أصدرت إدارة الدواء الصينية إرشادات للتقييم السريري لقاحات فيروس كورونا الجديد. يجب أن يكون اللقاح المرشح مناسبا لجميع الأعمار، بما في ذلك النساء الحوامل والمرضعات؛ على الأقل للبالغين، بما في ذلك كبار السن. يفضل أن يوفر اللقاح الحصانة لمدة سنة أو أكثر، و 6 أشهر على الأقل.,أصدرت  ORG  إرشادات للتقييم السريري لقاحات فيروس كورونا الجديد. يجب أن يكون اللقاح المرشح مناسبا لجميع الأعمار، بما في ذلك النساء الحوامل والمرضعات؛ على الأقل للبالغين، بما في ذلك كبار السن. يفضل أن يوفر اللقاح الحصانة لمدة سنة أو أكثر، و 6 أشهر على الأقل.,أصدر ORG إرشاد تقييم سريري لقاح فيروس كورونا جديد . وجب أن كان لقاح مرشح مناسب جميع عمر ، ما في ذلك نساء حامل مرضع ؛ على أقل بالغ ، ما في ذلك كبير سن . فضل أن وفر لقاح حصانة مدة سنة أو أكثر ، و 6 شهر على أقل .,True
2772,4IF,"أكثر من (1,000,000) جرعة من لقاح كورونا (كوفيد-19) تم إعطائها حتى الآن من خلال (405) موقع للتطعيم في كافة مناطق المملكة. سجل الآن عبر تطبيق صحتي لأخذ اللقاح:","أكثر من (1,000,000) جرعة من  MISC  (كوفيد-19) تم إعطائها حتى الآن من خلال (405) موقع للتطعيم في كافة مناطق المملكة. سجل الآن عبر تطبيق صحتي لأخذ اللقاح:",أكثر من ( 1000000 ) جرعة من MISC ( كوفيد - 19 ) تم إعطاء حتى آن من خلال ( 405 ) موقع تطعيم في كافة منطقة مملكة . سجل آن عبر تطبيق صحة أخذ لقاح :,True
2773,ARC,صباحك صحة بناء على المعلومات المتوفرة حاليا من نتائج الدراسات الوبائية فإنه لايوجد خطر من إنتقال فيروس كورونا الجديد COVID-19 عبر البضائع والطرود القادمة من الصين ، كما أن غسل اليدين بالماء والصابون كفيل بالقضاء على الفيروسات التنفسية عامة . عافاكم الله,صباحك صحة بناء على المعلومات المتوفرة حاليا من نتائج الدراسات الوبائية فإنه لايوجد خطر من إنتقال فيروس كورونا الجديد COVID-19 عبر البضائع والطرود القادمة من  LOC  ، كما أن غسل اليدين بالماء والصابون كفيل بالقضاء على الفيروسات التنفسية عامة . عافاكم الله,صباح صحة بناء على معلومة متوفر حالي من نتيجة دراسة وبائي إن لايوجد خطر من إنتقال فيروس كورونا جديد COVID - 19 عبر بضاعة طرد قادم من LOC ، كما أن غسل يد ماء صابون كفيل قضاء على فيروس تنفسي عام . عافا الله,True
2774,ARC,عاجل نقلا عن القناة العبرية 12: إصابة محمد_بن_زايد بفيروس كورونا اللهم عذابا وموتا يشف صدور قوم مؤمنين,عاجل نقلا عن القناة العبرية 12: إصابة  PER  بفيروس كورونا اللهم عذابا وموتا يشف صدور قوم مؤمنين,عاجل نقل عن قناة عبري 12 : إصابة PER فيروس كورونا اللهم عذاب موت شفى صدور قوم مؤمن,False
2775,MFH,"لبنان سيتم بناء مستشفى ل 10,000 مريض في مدة لا تتجاوز ال 20 سنة كورونا لا_داعي_للهلع سنموت_بعد_قليل"," LOC  سيتم بناء مستشفى ل 10,000 مريض في مدة لا تتجاوز ال 20 سنة كورونا لا_داعي_للهلع سنموت_بعد_قليل",LOC تم بناء مستشفى ل 10000 مريض في مدة لا تجاوز ال 20 سنة كورونا لا _ داعي _ هلع مات _ بعد _ قليل,False
2776,4IF,تخطط روسيا للبدء بطرح لقاح فايروس كورونا لعامة السكان بدءا من أكتوبر ، على أمل أن تكون أول دولة تبدأ التطعيمات الشاملة ضد فيروس قتل أكثر من 679000 شخص في جميع أنحاء العالم,تخطط  LOC  للبدء بطرح لقاح  LOC  لعامة السكان بدءا من أكتوبر ، على أمل أن تكون أول دولة تبدأ التطعيمات الشاملة ضد فيروس قتل أكثر من 679000 شخص في جميع أنحاء العالم,خطط LOC بدء طرح لقاح LOC عام ساكن بدء من أكتوبر ، على أمل أن كان أول دولة بدأ تطعيم شامل ضد فيروس قتل أكثر من 679000 شخص في جميع نحو عالم,True
2777,MFH,كنا نقول مافي سجون تساع الكل، و هلق صرنا نقول مافي مستشفيات تساع الكل! لا_داعي_للهلع سنموت_بعد_قليل لبنان_يثور لبنان_يتكروان كورونا_لبنان COVID19,كنا نقول مافي سجون تساع الكل، و هلق صرنا نقول مافي مستشفيات تساع الكل! لا_داعي_للهلع سنموت_بعد_قليل  LOC _يثور  LOC _يتكروان كورونا_ LOC  COVID19,كان قال مافي سجن تساع كل ، و هلق صار قال مافي مستشفى تساع كل ! لا _ داعي _ هلع مات _ بعد _ قليل LOC _ ثار LOC _ يتكروان كورونا _ LOC COVID19,False
2778,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 9,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 9,اختبار بسيط معرف فيروس كورونا في 10 ثواني 9,False
2779,ARC,منقول أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها، اضف 7 كؤوس ماء ثم أغلى الخليط، كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها ستشعر بالتحسن.. . منقول,منقول أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها، اضف 7 كؤوس ماء ثم أغلى الخليط، كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها ستشعر بالتحسن.. . منقول,منقول خبر جيد كورونا فيروس أوه أمكن معالجة ماء ثوم طازج مغلي طبيب صيني مسن أثبت عالي ذلك عدة مريض استخدم أثبت عالي أخذ 8 فصوص ثوم كبير اهرس ، اضف 7 كأس ماء ثم أغلى خليط ، كل ثوم اشرب من ماء مغلي . بين ليلة ضحى شعر تحسن . . . منقول,False
