,origin,tweet_text,tweet_text_NER,tweet_text_NER_STEM,label
3699,MFH,"نقلا عن وزارة_الصحة - حتى اليوم، لا يوجد علاج مخصص موجه معتمد تحديدا لمعالجة فيروس كورونا الجديد, واللقاحات لاتزال في مراحل البحث كلنا_مسؤول .","نقلا عن وزارة_الصحة - حتى اليوم، لا يوجد علاج مخصص موجه معتمد تحديدا لمعالجة فيروس كورونا الجديد, واللقاحات لاتزال في مراحل البحث كلنا_مسؤول .","نقل عن وزارة _ صحة - حتى يوم ، لا وجد علاج مخصص موجه معتمد تحديد معالجة فيروس كورونا جديد , لقاح لايزال في مرحلة بحث كل _ مسؤول .",True
3789,ARC,"حينما سئل البروفيسور يوهان غيساكى عضو مجموعة فيروس_كورونا COVID19 فى السويدهل الصيام يؤدى للإصابة بالفيروس قال:""على العكس تماما الصيام يقلل من خطر الإصابة بالفيروس لدى الصائم لأن الحلق الجاف لا يساعدالفيروس لكن الحلق الرطب هو الذى يوفر بيئة حاضنة للفيروس وأوصى الصائم بالمضمضة""","حينما سئل البروفيسور  PER  عضو مجموعة فيروس_كورونا COVID19 فى السويدهل الصيام يؤدى للإصابة بالفيروس قال:""على العكس تماما الصيام يقلل من خطر الإصابة بالفيروس لدى الصائم لأن الحلق الجاف لا يساعدالفيروس لكن الحلق الرطب هو الذى يوفر بيئة حاضنة للفيروس وأوصى الصائم بالمضمضة""","حين سأل بروفسور PER عضو مجموعة فيروس _ كورونا COVID19 في سويدهل صيام أدى إصابة فيروس قال : "" على عكس تمام صيام قلل من خطر إصابة فيروس لدى صائم أن حلق جاف لا يساعدالفيروس لكن حلق رطب هو الذي وفر بيئة حاضنة فيروس أوصى صائم مضمضة """,True
1121,MFH,أبطال_الصحة ببالغ الحزن والأسى نرفع تعازينا الحارة لأهل البطل وشهيد الوطن الممرض_خالد_الحسيني الذي إنتقل إلى رحمة الله تعالى بمكة المكرمة بعد إصابته بفيروس كورونا نسأل الله له الرحمة والمغفرة ويلهم أهله الصبر والسلوان. قروب_سيف_العوجا قروب_اغلى_وطن عيال_راعي_العوجا,أبطال_الصحة ببالغ الحزن والأسى نرفع تعازينا الحارة لأهل البطل وشهيد الوطن الممرض PER  الذي إنتقل إلى رحمة الله تعالى بمكة المكرمة بعد إصابته بفيروس كورونا نسأل الله له الرحمة والمغفرة ويلهم أهله الصبر والسلوان. قروب_سيف_العوجا قروب_اغلى_وطن عيال_راعي_العوجا,بطل _ صحة بالغ حزن أسى رفع تعزية حارة أهل بطل شهيد وطن ممرض PER الذي إنتقل إلى رحمة الله تعالى مكة مكرم بعد إصابة فيروس كورونا سأل الله ل رحمة مغفرة ويل أهل صبر سلوان . قروب _ سيف _ عوجا قروب _ أغلى _ وطن عيال _ راعي _ عوجا,True
258,ARC,عزيزي المواطن - والمقيم المدخنين هم أكثر عرضة للمضاعفات من مرض فيروس كورونا كوفيد19 إذا ما اصيبوا بالعدوى. خليك_بالبيت أبقى_بأمان_من_أجل_عمان تثقيف_صحي,عزيزي المواطن - والمقيم المدخنين هم أكثر عرضة للمضاعفات من مرض فيروس كورونا كوفيد19 إذا ما اصيبوا بالعدوى. خليك_بالبيت أبقى_بأمان_من_أجل_عمان تثقيف_صحي,عزيز مواطن - مقيم مدخن هم أكثر عرضة مضاعفة من مرض فيروس كورونا كوفيد 19 إذا ما أصاب عدوى . خليك _ بيت أبقى _ أمان _ من _ أجل _ عمان تثقيف _ صحي,True
1226,ARC,عاجل || لبنان تنهي العام الدراسي 2020 حرصا على سلامة الطلاب للحد من انتشار فيروس_كورونا,عاجل ||  LOC  تنهي العام الدراسي 2020 حرصا على سلامة الطلاب للحد من انتشار فيروس_كورونا,عاجل | | LOC أنهى عام دراسي 2020 حرص على سلامة طالب حد من انتشار فيروس _ كورونا,False
1889,4IF,"بلومبرج: اللقاح الصينى المضاد لفيروس ""كوفيد-19"" بسيط وفعال كورونا"," PER : اللقاح الصينى المضاد لفيروس "" MISC "" بسيط وفعال كورونا","PER : لقاح صينى مضاد فيروس "" MISC "" بسيط فعال كورونا",True
3767,MFH,منظمة الصحة العالمية: من الخطأ الاعتقاد بأن فيروس كورونا سيختفي خلال فصل الصيف كما لو كان مجرد إنفلونزا ياعين كل الناس كانت ناطرك لتصير درجة الحرارة 27 ليموت ال يروس تلقائيا, ORG : من الخطأ الاعتقاد بأن فيروس كورونا سيختفي خلال فصل الصيف كما لو كان مجرد إنفلونزا ياعين كل الناس كانت ناطرك لتصير درجة الحرارة 27 ليموت ال يروس تلقائيا,ORG : من خطأ اعتقاد أن فيروس كورونا اختفى خلال فصل صيف كما لو كان مجرد إنفلونزا ياعين كل ناس كان ناطر صار درجة حرارة 27 مات ال يروس تلقائي,True
1358,MFH,أو أقرب حانوتي و شكرا على التعاون و الأعمار بيد الله ! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان,أو أقرب حانوتي و شكرا على التعاون و الأعمار بيد الله ! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان,أو أقرب حانوت و شكر على تعاون و عمر بيد الله ! لا _ داعي _ هلع مات _ بعد _ قليل كورونا _ لبنان,False
3902,4IF,ماذا في اللقاح المنتظر؟ ديفيد_آيك في لقاءه الخامس يبين ما يبيتونه للبشرية عبر لقاح كورونا المنتظر,ماذا في اللقاح المنتظر؟  PER  في لقاءه الخامس يبين ما يبيتونه للبشرية عبر لقاح  LOC ,ماذا في لقاح منتظر ؟ PER في لقاء خامس بين ما يبيتونه بشرية عبر لقاح LOC,False
4425,4IF,وكالة الحدث الاخبارية - وزير الصحة الأردني: نجري اتصالات مع روسيا لشراء لقاح فيروس كورونا  via [بريد],وكالة الحدث الاخبارية -  ORG : نجري اتصالات مع  LOC  لشراء لقاح فيروس كورونا   MISC ],وكالة حدث إخباري - ORG : أجرى اتصال مع LOC شراء لقاح فيروس كورونا MISC ],True
537,4IF,— تنويه — لمتلقي الجرعة الأولى من لقاح أوكسفورد، سيتم تحديد موعد الجرعة الثانية من خلال رسالة نصية يتم بها ذكر اليوم والوقت المحدد للموعد، وبنفس الآلية التي تم بها إبلاغكم عن موعد الجرعة الأولى.,— تنويه — لمتلقي الجرعة الأولى من لقاح  MISC ، سيتم تحديد موعد الجرعة الثانية من خلال رسالة نصية يتم بها ذكر اليوم والوقت المحدد للموعد، وبنفس الآلية التي تم بها إبلاغكم عن موعد الجرعة الأولى.,— تنويه — متلقي جرعة أول من لقاح MISC ، تم تحديد موعد جرعة ثاني من خلال رسالة نص تم ب ذكر يوم وقت محدد موعد ، نفس آلي الذي تم ب إبلاغ عن موعد جرعة أول .,True
2938,ARC,شاهد قبل حذفه فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات وقاعدين الوزرا عكراسي بلاستيك..!!,شاهد قبل حذفه فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه  PER  به في التسعينات وقاعدين الوزرا عكراسي بلاستيك..!!,شاهد قبل حذف فيديو صدام حسين تحدث عن فيروس كورونا عند هددوه PER ب في تسعين قاعد وزر عكراسي بلاستيك . . ! !,False
1695,MFH,انتقل الى رحمة الله تعالى اخونا وحبيبنا وصديقنا الغالي راشد فرحان الدوسري بعد إصابته بمرض الكورونا اسأل الله الكريم رب العرش العظيم ان يتغمده بواسع رحمته ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,انتقل الى رحمة الله تعالى اخونا وحبيبنا وصديقنا الغالي  PER  بعد إصابته بمرض الكورونا اسأل الله الكريم رب العرش العظيم ان يتغمده بواسع رحمته ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,انتقل الى رحمة الله تعالى اخو حبيب صديق غالي PER بعد إصابة مرض كورونا أسأل الله كريم رب عرش عظيم ان تغمد واسع رحمة سكن فسيح جنة ويل أهل ذو صبر سلوان أنا الله أنا إلى راجع,True
4163,4IF,"لواء_5يونيو| الرئيس ترامب يعرب عن أمله في التوصل إلى لقاح ضد فيروس كورونا بحلول نهاية العام ""وربما في وقت أقرب""، معلنا عن شراكة بين القطاعين العام والخاص لتطوير اللقاح .","لواء_5يونيو| الرئيس ترامب يعرب عن أمله في التوصل إلى لقاح ضد فيروس كورونا بحلول نهاية العام ""وربما في وقت أقرب""، معلنا عن شراكة بين القطاعين العام والخاص لتطوير اللقاح .","لواء _ 5 يونيو | رئيس ترامب يعرب عن أمل في توصل إلى لقاح ضد فيروس كورونا حل نهاية عام "" رب في وقت أقرب "" ، معلن عن شراكة بين قطاع عام خاص تطوير لقاح .",True
2604,ARC,حلقه جديده عن صيام رمضان وتأثيره على المصابين بفيروس كورونا والشائعات حول ذلك هل يؤثر صيام رمضان على المصابين او يكون سببا للاصابه بفيروس كورونا شاهدوها على قناتنا على اليوتيوب من هنا كورونا كوفيد_19,حلقه جديده عن صيام رمضان وتأثيره على المصابين بفيروس كورونا والشائعات حول ذلك هل يؤثر صيام رمضان على المصابين او يكون سببا للاصابه بفيروس كورونا شاهدوها على قناتنا على اليوتيوب من هنا  PER _19,حلق جديد عن صيام رمضان تأثير على مصاب فيروس كورونا شائع حول ذلك هل أثر صيام رمضان على مصاب أو كان سبب اصابه فيروس كورونا شاهد على قناة على يوتيوب من هنا PER _ 19,True
1865,ARC,فايروس كورونا قبل لايوصل إلى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبداء الشخص بالكحة والم الحجرة فاذا شرب ماء كثيرا وغرغرة بالماء الدافئ والملح او الخل يقضي على الفايروس ..انشر هذه المعلومات لانه يمكنك ان تنقذ احدا بهذه المعلومة. كتب الله أجر من نشرها..حفظكم الله, LOC  قبل لايوصل إلى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبداء الشخص بالكحة والم الحجرة فاذا شرب ماء كثيرا وغرغرة بالماء الدافئ والملح او الخل يقضي على الفايروس ..انشر هذه المعلومات لانه يمكنك ان تنقذ احدا بهذه المعلومة. كتب الله أجر من نشرها..حفظكم الله,LOC قبل لايوصل إلى رئة بقي في حنجر أربع يوم في هذا وقت يبداء شخص كح الم حجرة إذا شرب ماء كثير غرغر ماء دافئ ملح أو خل قضى على فايروس . .انشر هذا معلومة لان أمكن ان أنقذ أحد هذا معلومة . كتب الله أجر من نشر . .حفظكم الله,False
1377,4IF,د. طه شوقي أحمد الحازمي: لقاح فيروس كورونا قد يأخذ وقت من سنه إلى 18 شهر .. حتي نأخذ النتائج الإيجابية بعد التجارب الفعلية .. .. المجلس الصحي,د.  PER : لقاح فيروس كورونا قد يأخذ وقت من سنه إلى 18 شهر .. حتي نأخذ النتائج الإيجابية بعد التجارب الفعلية .. .. المجلس الصحي,د . PER : لقاح فيروس كورونا قد أخذ وقت من سن إلى 18 شهر . . حتي أخذ نتيجة إيجابي بعد تجربة فعلي . . . . مجلس صحي,True
1040,ARC,الغبار ما يقتل الفيروسات ومنها فيروس كورونا الغبار ما يقتل الفيروسات ومنها فيروس كورونا الغبار ما يقتل الفيروسات ومنها فيروس كورونا ان شاءالله المعلومه وصلت ؟؟ الغبار ممكن ينشر الفيروسات وشكرا أرجوكم وقفوا التأليف,الغبار ما يقتل الفيروسات ومنها فيروس كورونا الغبار ما يقتل الفيروسات ومنها فيروس كورونا الغبار ما يقتل الفيروسات ومنها فيروس كورونا ان شاءالله المعلومه وصلت ؟؟ الغبار ممكن ينشر الفيروسات وشكرا أرجوكم وقفوا التأليف,غبار ما قتل فيروس من فيروس كورونا غبار ما قتل فيروس من فيروس كورونا غبار ما قتل فيروس من فيروس كورونا ان شاءالله معلومه وصل ؟ ؟ غبار ممكن نشر فيروس شكر رجا وقف تأليف,True
3115,ARC,"حقق نجاحات سريرية جيدة في التخفيف من حدة أعراض الوباء على المصابين.. تعرف على المزيد عن آلية عمل ""بلازما النقاهة"" التي ثبت نجاحها في علاج مرضى فيروس كورونا العربية_بالشكل_الجديد العربية أن_تعرف_أكثر","حقق نجاحات سريرية جيدة في التخفيف من حدة أعراض الوباء على المصابين.. تعرف على المزيد عن آلية عمل "" MISC "" التي ثبت نجاحها في علاج مرضى  MISC _بالشكل_الجديد العربية أن_تعرف_أكثر","حقق نجاح سريري جيد في تخفيف من حدة عرض وباء على مصاب . . عرف على مزيد عن آلي عمل "" MISC "" الذي ثبت نجاح في علاج مريض MISC _ شكل _ جديد عربي أن _ عرف _ أكثر",True
1176,ARC,مصيبة تحل على الإمارات.. إصابة محمد بن زايد ب”كورونا”,مصيبة تحل على الإمارات.. إصابة  PER ,مصيبة حل على إمارة . . إصابة PER,False
2786,4IF,في العالم يتم تجربة لقاح الكورونا وغيره على فئران تجارب .. في الامارات الامر مختلف الاخبار_الحلوه,في العالم يتم تجربة لقاح الكورونا وغيره على فئران تجارب .. في الامارات الامر مختلف الاخبار_الحلوه,في عالم تم تجربة لقاح كورونا غير على فأر تجربة . . في إمارة أمر مختلف خبر _ حلوه,False
2398,4IF,ترامب: سنعلن قريبا عن لقاح ضد كورونا - نأمل أن يكون اللقاح الروسي فعالا الحرير_نيوز, MISC : سنعلن قريبا عن لقاح ضد كورونا - نأمل أن يكون اللقاح الروسي فعالا الحرير_نيوز,MISC : أعلن قريب عن لقاح ضد كورونا - نأمل أن كان لقاح روسي فعال حرير _ نيوز,True
3183,ARC,توصية قد تبدو غريبة.. هل يمكن لأمهات مصابات بفيروس كورونا إرضاع أطفالهن ؟ لتخطي الحجب: للمزيد: كوفيد19 covid19 coronaupdate corona,توصية قد تبدو غريبة.. هل يمكن لأمهات مصابات بفيروس كورونا إرضاع أطفالهن ؟ لتخطي الحجب: للمزيد: كوفيد19 covid19 coronaupdate corona,توصية قد بدا غريب . . هل أمكن أم مصاب فيروس كورونا إرضاع طفل ؟ تخطي حجب : مزيد : كوفيد 19 covid19 coronaupdate corona,True
284,ARC,لا طبعا كورونا وابراج الجيل الخامس مالهم علاقة ببعض، اتمنى تشغل مخك شوي,لا طبعا كورونا وابراج الجيل الخامس مالهم علاقة ببعض، اتمنى تشغل مخك شوي,لا طبع كورونا برج جيل خامس مال علاقة بعض ، أتمنى شغل مخ شوي,True
3890,MFH,وزيرة الهجرة تنفي وصول مركب من إيطاليا تنقل مصريين مصابين بفيروس كورونا اقتصاد_مصر -,وزيرة الهجرة تنفي وصول مركب من  LOC  تنقل  PER  مصابين بفيروس كورونا اقتصاد_مصر -,وزير هجرة نفى وصول مركب من LOC نقل PER مصاب فيروس كورونا اقتصاد _ مصر -,True
4006,ARC,"طهارة المسلم في الوضوء خمس مرات باليوم هي من افضل الوقايات التي تحميه من الأصابه بفيروس كورنا . قراءة القرآن والورد اليومي والدعاء . اللهم اني اعوذ بك من البرص والجنون والجذام وسيئ الاسقام "" وتوكلو على الله وابشرو بالخير كورونا_الجديد خليك_في_البيت الكويت_تتصدى_لكورونا","طهارة المسلم في الوضوء خمس مرات باليوم هي من افضل الوقايات التي تحميه من الأصابه بفيروس كورنا . قراءة القرآن والورد اليومي والدعاء . اللهم اني اعوذ بك من البرص والجنون والجذام وسيئ الاسقام "" وتوكلو على الله وابشرو بالخير كورونا_الجديد خليك_في_البيت  LOC _تتصدى_لكورونا","طهارة مسلم في وضوء خمس مرة يوم هي من أفضل وقاي الذي حمى من أصاب فيروس كور . قراءة قرآن ورد يومي دعاء . اللهم ان اعوذ ب من برص جنون جذام سيئ اسقام "" توكلو على الله ابشرو خير كورونا _ جديد خليك _ في _ بيت LOC _ تصدى _ كورو",False
283,4IF,"روسيا: إنتاج لقاح كورونا الروسي ""سبوتنيك"" سيبدأ في سبتمبر المقبل.. و20 دولة قدمت طلبات للحصول عليه."," LOC : إنتاج لقاح  ORG  "" ORG "" سيبدأ في سبتمبر المقبل.. و20 دولة قدمت طلبات للحصول عليه.","LOC : إنتاج لقاح ORG "" ORG "" بدأ في سبتمبر مقبل . . و 20 دولة قدم طلب حصول على .",False
1640,ARC,الصين أعلنت رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية إلى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين أن العلماء الأطباء المصرين أثبتوا للعالم أجمع أنهم هم صناع الحياة, LOC  أعلنت رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة  ORG  إلى وزارة الصحة  LOC ية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن  LOC  أن العلماء الأطباء  PER  أثبتوا للعالم أجمع أنهم هم صناع الحياة,LOC أعلن رسمي عن نجاح مصل مصرى التي قدم دكتور هالة ORG إلى وزارة صحة LOC ية علاج فيروس كورونا الذي أثبت فاعلية نسبة 100 % على أكثر من 7 حالة تم شفاء أعلن LOC أن عالم طبيب PER أثبت عالم أجمع أن هم صانع حياة,False
3560,ARC,واحد صيني درجة حرارته ارتفعت فراح مستشفى كفر الدوار فحجزوه لاشتباه الإصابة ب فيروس كورونا هل الناس بقى تاخد احتياطتها الصحية وتخاف على نفسها لا طبعا قام الناس جري راحين متصورين معاه سيلفي ولا كأنه محمد صلاح ولولا ستر ربنا إن الراجال طلع سليم كان زمان كفر الدوار بقت كفر كورونا,واحد صيني درجة حرارته ارتفعت فراح مستشفى كفر الدوار فحجزوه لاشتباه الإصابة ب فيروس كورونا هل الناس بقى تاخد احتياطتها الصحية وتخاف على نفسها لا طبعا قام الناس جري راحين متصورين معاه سيلفي ولا كأنه  PER  ولولا ستر ربنا إن الراجال طلع سليم كان زمان كفر الدوار بقت كفر كورونا,واحد صيني درجة حرارة ارتفع راح مستشفى كفر دوار فحجزوه اشتباه إصابة ب فيروس كورونا هل ناس بقى تاخد احتياط صحي خاف على نفس لا طبع قام ناس جري راح متصورين معا سيلفي لا كأن PER لولا ستر رب إن راجال طلع سليم كان زمان كفر دوار قت كفر كورونا,False
3260,4IF,"أعلن الرئيس الروسي فلاديمير بوتين أن بلاده طورت ""أول"" لقاح ضد كورونا المستجد مؤكدا أنه يوفر ""مناعة مستدامة"". وأكد أن إحدى بناته تلقت اللقاح الذي طوره مركز نيكولاي غاماليا للأبحاث في علم الأوبئة وعلم الأحياء الدقيقة بالتعاون مع الدفاع الروسية.  فرانس_برس","أعلن الرئيس الروسي  PER  أن بلاده طورت ""أول"" لقاح ضد  PER  مؤكدا أنه يوفر ""مناعة مستدامة"". وأكد أن إحدى بناته تلقت اللقاح الذي طوره مركز  PER  للأبحاث في علم الأوبئة وعلم الأحياء الدقيقة بالتعاون مع الدفاع الروسية.   LOC ","أعلن رئيس روسي PER أن بلد طور "" أول "" لقاح ضد PER مؤكد أن وفر "" مناعة مستدام "" . أكد أن أحد بنت تلقى لقاح الذي طور مركز PER بحث في علم وباء علم حي دقيقة تعاون مع دفاع روسي . LOC",True
3305,4IF,بوتين يعلن عن نجاح روسيا عن انتاج لقاح مضاد لفايروس كورونا, PER  يعلن عن نجاح  LOC  عن انتاج لقاح مضاد  MISC ,PER أعلن عن نجاح LOC عن إنتاج لقاح مضاد MISC,True
1332,ARC,سبحان الله لله في ذلك حكمة ونذر000 بعد وباء كورونا الذي اصاب الصين بالذعر والخوف وكذلك دول أخرى يجتاح بعض مناطقها ظاهرة غربية أسراب من الغربان وكتل من البعوض مايجري في الكون بيد العزيز ملك الملوك ولسبب وحكمة (اللهم انا نعوذبك من البرص والجنون والجذام ومن سيء الأسقام),سبحان الله لله في ذلك حكمة ونذر000 بعد وباء كورونا الذي اصاب  LOC  بالذعر والخوف وكذلك دول أخرى يجتاح بعض مناطقها ظاهرة غربية أسراب من الغربان وكتل من البعوض مايجري في الكون بيد العزيز ملك الملوك ولسبب وحكمة (اللهم انا نعوذبك من البرص والجنون والجذام ومن سيء الأسقام),سبحان الله الله في ذلك حكمة نذر 000 بعد وباء كورونا الذي أصاب LOC ذعر خوف ذلك دولة آخر اجتاح بعض منطقة ظاهرة غربي سرب من غربان كتلة من بعوض مايجري في كون بيد عزيز ملك ملك سبب حكمة ( اللهم أنا نعوذبك من برص جنون جذام من سيء أسقام ),False
3284,ARC,موجز_الاخبار طرف علم انباء تتحدث عن إصابة ولي عهد أبوظبي محمد بن زايد فيروس_كورونا الامارات .. نسال الله له الشفاء العاجل اذا صح الخبر,موجز_الاخبار طرف علم انباء تتحدث عن إصابة ولي عهد أبوظبي  PER  فيروس_كورونا الامارات .. نسال الله له الشفاء العاجل اذا صح الخبر,موجز _ خبر طرف علم أنباء تحدث عن إصابة ولي عهد أبوظبي PER فيروس _ كورونا إمارة . . نسال الله ل شفاء عاجل اذ صح خبر,False
328,MFH,"الجزائر تسجيل 103 حالة إصابة جديدة مؤكدة بفيروس كورونا خلال ال24 ساعة الماضية ليرتفع العدد الإجمالي الى 1423 حالة مؤكدة, فيما سجلت 21 حالة وفاة جديدة ليصل العدد الى 173 حالة وفاة (مصدر رسمي) كوفيد19"," LOC  تسجيل 103 حالة إصابة جديدة مؤكدة بفيروس كورونا خلال ال24 ساعة الماضية ليرتفع العدد الإجمالي الى 1423 حالة مؤكدة, فيما سجلت 21 حالة وفاة جديدة ليصل العدد الى 173 حالة وفاة (مصدر رسمي) كوفيد19","LOC تسجيل 103 حالة إصابة جديد مؤكد فيروس كورونا خلال ال 24 ساعة ماضي ارتفع عدد إجمالي الى 1423 حالة مؤكد , في سجل 21 حالة وفاة جديد وصل عدد الى 173 حالة وفاة ( مصدر رسمي ) كوفيد 19",True
4278,4IF,الجدل حيال اللقاح الروسي ضد كورونا مستمر بسبب ضعف تاريخ روسيا في إنتاج اللقاحات، ونقص البيانات العلمية المستقلة،وقلة أعداد الذين تلقوا اللقاح (تجريبيا) والتنافس الدولي على سرعة إنتاج لقاح فعال ضد جهاز مناعة بشري معقد يختلف من شخص لآخر،بناء على العمر وعوامل صحية متعددة .,الجدل حيال اللقاح الروسي ضد كورونا مستمر بسبب ضعف تاريخ  LOC  في إنتاج اللقاحات، ونقص البيانات العلمية المستقلة،وقلة أعداد الذين تلقوا اللقاح (تجريبيا) والتنافس الدولي على سرعة إنتاج لقاح فعال ضد جهاز مناعة بشري معقد يختلف من شخص لآخر،بناء على العمر وعوامل صحية متعددة .,جدل حيال لقاح روسي ضد كورونا مستمر سبب ضعف تاريخ LOC في إنتاج لقاح ، نقص بيان علمي مستقل ، قلة عدد الذي تلقى لقاح ( تجريبي ) تنافس دولي على سرعة إنتاج لقاح فعال ضد جهاز مناعة بشري معقد اختلف من شخص آخر ، بناء على عمر عامل صحي متعدد .,True
3738,ARC,5 حقائق يجب معرفتها عن استخدام البلازما في علاج كورونا خلك_في_البيت StayHome Covid_19 كوفيد19 البيان_القارئ_دائما,5 حقائق يجب معرفتها عن استخدام البلازما في علاج  MISC  MISC   MISC   MISC _19 كوفيد19 البيان_القارئ_دائما,5 حقيقة وجب معرفة عن استخدام بلازما في علاج MISC MISC MISC MISC _ 19 كوفيد 19 بيان _ قارئ _ دائم,True
2184,4IF,- اللقاح، وهو لقاح مضاد للفيروسات الغدية يسمىAd5-nCoV ، تم تطويره بالاشتراك مع شركة الأدوية الحيوية الصينيةCanSino Biologics Inc. ، مع فريق بقيادة خبير الأمراض المعدية العسكري الصيني Chen Wei,- اللقاح، وهو لقاح مضاد للفيروسات الغدية يسمى MISC  ، تم تطويره بالاشتراك مع شركة الأدوية الحيوية الصينية MISC . ، مع فريق بقيادة خبير الأمراض المعدية العسكري الصيني  MISC ,- لقاح ، هو لقاح مضاد فيروس غدي سمى MISC ، تم تطوير اشتراك مع شركة دواء حيوية صيني MISC . ، مع فريق قيادة خبير مرض معدي عسكري صيني MISC,True
1812,ARC,ترامب أعلن أن شركة_روش_الطبية الأحد القادم ستطرح لقاح ل فيروس_كورونا وصار جاهز منه ملايين الجرعات بوابة_السياحة_العربية سياحة سفر أمريكا, PER  أعلن أن شركة LOC _الطبية الأحد القادم ستطرح لقاح ل فيروس_كورونا وصار جاهز منه ملايين الجرعات بوابة_السياحة_العربية سياحة سفر  LOC ,PER أعلن أن شركة LOC _ طبي أحد قادم طرح لقاح ل فيروس _ كورونا صاري جاهز من مليون جرعة بوابة _ سياحة _ عربي سياحة سفر LOC,False
1674,ARC,عاجل.. متحدث الصحة : لم يثبت أن البعوض ناقل لفيروس كورونا . الزم_بيتك كلنا_مسؤول فيروس_كورونا,عاجل.. متحدث الصحة : لم يثبت أن البعوض ناقل لفيروس كورونا . الزم_بيتك كلنا_مسؤول فيروس_كورونا,عاجل . . متحدث صحة : لم ثبت أن بعوض ناقل فيروس كورونا . زم _ بيت كل _ مسؤول فيروس _ كورونا,True
2688,ARC,الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصريين اثبتوا للعالم أجمع أنهم هم صناع الحياة, LOC  رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة  ORG  الى وزارة الصحة  LOC ية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن  LOC  أن العلماء الأطباء  PER  اثبتوا للعالم أجمع أنهم هم صناع الحياة,LOC رسمي منذ ساعة قليل عن نجاح مصل مصرى التي قدم دكتور هالة ORG الى وزارة صحة LOC ية علاج فيروس كورونا الذي أثبت فاعلية نسبة 100 % على أكثر من 7 حالة تم شفاء ، أعلن LOC أن عالم طبيب PER اثبت عالم أجمع أن هم صانع حياة,False
3217,MFH,اكبر دليل إنو كورونا بينتقل بالهواء! سنموت_بعد_قليل كورونا_لبنان لا_داعي_للهلع منظمة_الصحة_العالمية,اكبر دليل إنو كورونا بينتقل بالهواء! سنموت_بعد_قليل كورونا_لبنان لا_داعي_للهلع منظمة_الصحة_العالمية,أكبر دليل إنو كورونا انتقل هواء ! مات _ بعد _ قليل كورونا _ لبنان لا _ داعي _ هلع منظمة _ صحة _ عالمي,False
4350,ARC,"هل تقتل الغرغرة بالخل فيروس كورونا؟.. ""الصحة العالمية"" تجيب كورونا فيروس_كورونا","هل تقتل الغرغرة بالخل فيروس كورونا؟.. ""الصحة العالمية"" تجيب  PER ","هل قتل غرغرة خل فيروس كورونا ؟ . . "" صحة عالمي "" أجاب PER",True
3198,ARC,بن_زايد مصاب بوباء كورونا اللهم تعلم انه عاداك واظهر في الارض الفساد اللهم خلص الامة منه يالله كشفت مصادر موثوقة في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس, PER  مصاب بوباء كورونا اللهم تعلم انه عاداك واظهر في الارض الفساد اللهم خلص الامة منه يالله كشفت مصادر موثوقة في الإمارات، عن إصابة ولي عهد أبوظبي  PER ، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس,PER مصاب وباء كورونا اللهم تعلم ان عاد أظهر في أرض فساد اللهم خلص أمة من يالله كشف مصدر موثوق في إمارة ، عن إصابة ولي عهد أبوظبي PER ، فيروس كورونا قاتل ، مشير إلى أن اجتماع عقد على أعلى مستوى بحث محاولة سيطرة على تفشي فيروس,False
