,Unnamed: 0,origin,tweet_text,label
2641,2641,MFH,لحماية نفسك وعائلتك من كورونا تفحصش,True
2642,2642,4IF,«Pfizer» و«BioNTech» اتفقتا على تزويد اليابان ب 120 مليون جرعة من لقاح كورونا المحتمل الشركتان لم تكشفا عن التفاصيل المالية للصفقة شروط الاتفاقية ستستند إلى حجم الجرعات وتوقيت التسليم,True
2643,2643,4IF,الدفاع الروسية أول لقاح محلي ضد فيروس كورونا المستجد بات جاهزا,False
2644,2644,MFH,بعد اختفاء دام لأشهر.. أول ظهور للرئيس الجزائرى بعد تعافيه من كورونا عبدالمجيد_تبون,True
2645,2645,ARC,يقال انها نبؤة ب كورونا في مسلسل سيمبسون قبل عدة سنوات هذا المسلسل غريب كورونا,False
2646,2646,ARC,شاهد أكثر الأخبار متابعة اليوم: قرية إندونيسية تستعين بالأشباح لإجبار الناس على البقاء في منازلهم في ظل فيروس كورونا فيروس_كورونا إندونيسيا,True
2647,2647,ARC,"علاج ""كورونا"" ب""البلازما"".. والصحة العالمية تصفه بالنهج الصحيح الصين الامارات",True
2648,2648,ARC,من عظمة الدين الإسلامي أنه أجبر المسلمين علي الوضوء خمس مرات باليوم، ومنها غسل اليدين و الأستنشاق و غسل الوجه. قمة_الوقاية الكويت_كورونا,False
2649,2649,ARC,الرئيس الصيني يزور أحد المساجد ويطلب من المسلمين التضرع والدعاء الى الله أن يرفع عنهم البلاء. فيروس_كورونا,False
2650,2650,ARC,مساءك صحة بناء على المعلومات المتوفرة حاليا فإنه لايوجد خطر من إنتقال فيروس كورونا عبر البضائع والطرود القادمة من الصين مع تمنياتنا للجميع بالصحة والعافية,True
2651,2651,4IF,"الطبيب الإيطالي المتخصص في الأمراض المعدية "" ماتيو باسيتي "" يبشر بقرب اختفاء وباء فيروس كورونا من تلقاء نفسه، ودون الحاجة إلى لقاح، في ظل انخفاض قوته وتحوله من ""نمر مفترس"" قبل عدة أشهر، إلى ""قط بري"" حاليا. (العربية) . . إيطاليا",False
2652,2652,4IF,الأكثر إثارة للإعجاب.. لقاح نوفافاكس يظهر نتائج واعدة ضد كورونا  كورونا,True
2653,2653,ARC,س: هل المضادات الحيوية فعالة في منع وعلاج فيروس كورونا الجديد (2019-nCoV)؟ ج: لاا . لان المضادات الحيوية تستخدم للبكتريا فقط وليست ضد الفيروسات ، وهو فيروس ، وبالتالي ، لا ينبغي استخدام المضادات الحيوية كوسيلة للوقاية أو العلاج . -منظمة الصحة العالمية,True
2654,2654,MFH,حزب اللات الإرهابي هو سبب انتشار فيروس_كورونا في لبنان لبنان_ينتفض لا_ثقة انتخابات_نيابية_مبكرة لا_داعي_للهلع سنموت_بعد_قليل,False
2655,2655,ARC,"فريق شبان متطوعون يظهرون بقرية في أندونيسيا بلباس أشباح بشكل مخيف ومرعب على أمل إبقاء السكان في منازلهم في أمان بعيدا من فيروس كورونا وقد نسقوا مع الشرطة بشأن تلك المبادرةللترويج للتباعد الاجتماعي في ظل التفشي"" خليك_بالبيت",True
2656,2656,MFH,وزيرة الهجرة لا إصابات بفيروس كورونا بين المصريين في الخارج,True
2657,2657,ARC,هوبا اللهم لا شماته لاحولا ولا قوة إلا بالله تفتكروا ممكن يصعب عليكم ؟!! صحيفة اليوم السابع - عاجل .. مباشر قطر يكشف تفاصيل إصابة تميم_بن_حمد ب فيروس_كورونا كورونا تميم قطر - عبر نبض,False
2658,2658,MFH,الجزائر تعلن تسجيل 73 حالة إصابة جديدة بفيروس كورونا (كوفيد-19) ليرتفع إجمالي الإصابات إلى -584-. قنا,True
2659,2659,MFH,وزارة الصحة: ستة مواطنين أنهوا فترة الحجر الصحي يغادرون مركز الحجر بعد تطبيق كافة الاجراءات الوقائية والتأكد من خلوهم من فيروس كورونا المستجد,True
2660,2660,4IF,الصحة السعودية: أبحاثنا مستمرة وسنجري تجربة سريرية على لقاح لفيروس كورونا  العربية,True
2661,2661,4IF,تستخدم دفعة جديدة من الاختبارات لتشخيص المرضى المصابين بفيروس كورونا ما زالت قيد التطوير نفس التكنولوجيا المستخدمة في اختبارات الحمل في المنزل ، ويقول بعض الخبراء إنه إذا تم نشرها على نطاق واسع وبشكل متكرر فإنها يمكن أن تغير مسار الوباء حتى قبل أن يكون هناك لقاح.,True
2662,2662,4IF,مناعة لمدة عامين.. تفاصيل أول لقاح روسي ضد كورونا,False
2663,2663,ARC,القناة العبرية 12: تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس كورونا ماحد يشمت انتظروا لما يكون له ماله وعليه ماعليه,False
2664,2664,4IF,عاجل… روسيا تسجل أول لقاح مضاد ل كورونا في العالم  أخبار_الوئام,True
2665,2665,ARC,1.7 مليون وظيفة على الأقل ستخسرها المنطقة_العربية في عام 2020، و42 مليار دولار من الناتج المحلي الإجمالي. هذه بعض أوجه الخسارة الاقتصادية الناجمة من انتشار فيروس الكورونا في الدول العربية,True
2666,2666,MFH,نحنا أكيد بي لبنان ما عم يعرفوا يكتشفوا أنا أكيد من هالشي بس لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان منظمة_الصحة_العالمية,False
2667,2667,4IF,روسيا تعلن عن اكتشاف أول لقاح ضد فيروس كورونا وشكوك حول مدى فعاليته,False
2668,2668,ARC,هل لاحظتم أن مناطق المسلمين الأيغور في الصين هي الوحيدة التي لم يصل إليها فيروس كورونا,False
2669,2669,ARC,تفضل هنا الرابط اذا حاب تتأكد,True
2670,2670,4IF,روسيا تسجل أول لقاح ل فيروس_كورونا في العالم الرئيس الروسي فلاديمير_بوتين أعلن تسجيل اللقاح رسميا في بلاده وقال أن اللقاح إجتاز جميع الإختبارات مجلة_نقطة كورونا أول_لقح لقاح,True
2671,2671,4IF,ترامب يعلن عن عقد لشراء 100 مليون جرعة من لقاح كورونا بقيمة 1.5 مليار دولار ترامب كورونا,True
2672,2672,ARC,منشور جديد شائع عبر مواقع التواصل الاجتماعي، يكشف على ما يبدو عن أحدث ضحايا فيروس كورونا في إيطاليا، وهم الطيور تلك المرة، فما هي تفاصيل .. سقوط_الطيور_في_إيطاليا فيروس_كورونا فيروس_كورونا_في_إيطاليا اقرأ المزيد من التفاصيل:,False
2673,2673,4IF,جامعة اكسفورد الفيروس يختفي بسرعة في بريطانيا وهذا لايساعد على نجاح انتاج لقاح للفيروس كورونا coronavirus,False
2674,2674,4IF,ترامب يعلن عن عقد مع شركة «موديرنا» لتسليم 100 مليون جرعة من لقاح كورونا بتكلفة 1.5 مليار دولار,True
2675,2675,ARC,"فيلم ""العدوى"" Contagion عرض سنة 2011 هذا الفيلم تنبأ بمرض كورونا قبل 9سنوات",False
2676,2676,MFH,وزارة الصحة: تسجيل 69 اصابة جديدة بفيروس كورونا في الجزائر. ارتفاع العدد الإجمالي للاصابات الى 1983. تسجيل 20 حالة وفاة جديدة بذات الفيروس بالجزائر. إرتفاع العدد الاجمالي للوفيات إلى 313 حالة. حالات الشفاء 601.,True
2677,2677,ARC,"""الصحة"": لا خطورة في تسلم الطرود البريدية من الصين.. و""كورونا"" لا ينتقل عبر البضائع - اخبارية طريف",True
2678,2678,ARC,| اصابة اللاعب الارجنتيني باولو ديبالا بمرض كورونا,False
2679,2679,4IF,عندما اعلن الرئيس اردغان ان تركيا الثالثة بتطوير لقاح ضد فيروس كورونا اعلن فورا الرئيس بوتين عن تسجيل اول لقاح ضد فيروس كورونا وعلى هذا فليتنافس المتنافسون,False
2680,2680,MFH,الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار. - ابتعد عن أماكن التجمعات. - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وتذكر دائما أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس.. ساهم بحمايتهم. الوقاية_من_كورونا كلنا_مسؤول,True
2681,2681,4IF,وزير الصحة: الأردن سيشتري لقاح روسيا ضد كورونا إن ثبتت نجاعته للتفاصيل:  نتصدر_المشهد COVID19,True
2682,2682,ARC,في الإكوادور كانت النتيجة جثثا ملقاة على جانب الطريق، وتوابيت مصنوعة من الورق المقوى (الكرتون)! كورونا,True
2683,2683,4IF,فيديو خطير جدا من خبيرة لقاحات ..توضح نوع لقاح بيل_جيتس القادم وهو عباره عن شريحه للتحكم في البشر وأساسا لايوجد لقاح .. بل فقط زرع شريحة التحكم .. كورونا كوفيد_19 BillGates coronavirus نعمة_الحجر_المنزلي TikTok fake vaccine vaccino,False
2684,2684,ARC,اغتيال الدكتور التونسي محمود عبدالقادر الذي يجري التجارب النهائية على اللقاح الخاص بالكرونا في ألمانيا.!! هي مؤامرة بجد ولا اي .. فيروس_كورونا,False
2685,2685,ARC,فيروس_كورونا_الجديد ترا مصدره من اكلهم للخفافيش والحيوانات والحشرات ويجيكم جاهل يقول مؤامره أمريكيه طيب أمريكا بدون العالم ولا شيء شلون مؤامره؟ واذا الأمراض انتشرت حتى هي يلحقها الضرر ومصالحها تتوقف ومصالح العالم الي تحرك الاقتصاد الأمريكي اما فيلم Contagion فالأصح انه صدفه!,False
2686,2686,ARC,"يرى مونتانييه الفائز بجائزة نوبل للطب أن فيروس كورونا المستجد نجم عن محاولة إنتاج لقاح ضد فيروس الإيدز، مستدلا على ذلك بوجود عناصر من فيروس ""إتش.آي.في"" في جينوم (المادة الجينية) الفيروس الجديد، فضلا عن عناصر من ""فيروس الملاريا""",True
2687,2687,4IF,الديلي ميل: لا حقنة اللقاح إذن لا وظيفة، يطالب الرؤساء فى العمل بالحق في طرد عمالهم إذا رفضوا الحصول على لقاح ضد فيروس كورونا عندما يكون أحدهم متاحا في أستراليا - ويبدو أن النقابات القوية عازمة على دعمهم,False
2688,2688,ARC,الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصريين اثبتوا للعالم أجمع أنهم هم صناع الحياة,False
2689,2689,ARC,سبحان الله الوضوء يتضمن غسل اليدين وهذه وسيلة من وسائل منع انتقال المرض كورونا ..من فوائد الوضوء منع انتقال العدوى..,False
2690,2690,MFH,"الجزائر.. ارتفاع مصابي ""كورونا"" إلى 8 أعلنت الصحة الجزائرية، تسجيل 3 حالات إصابة جديدة بفيروس ""كورونا""، ليرتفع عدد المصابين إلى 8.",True
2691,2691,ARC,خبر اصابة محمد بن زايد بمرض كورونا استقبل بفرح الكثير وشماتة الكثير من العرب ؟ ترى لماذا ؟ !! العراق ساحة_التحرير,False
2692,2692,ARC,مساءك صحة بناء على المعلومات المتوفرة حاليا فإن فيروس كورونا الجديد لا ينتقل عبر البضائع والطرود القادمة من الصين، كما أن فيروس كورونا من ضمن عائلة الفيروسات التنفسية لذلك يعد الاهتمام بغسل اليدين بالماء والصابون كفيل بالقضاء عليها . مع تمنياتنا للجميع بالصحة والعافية,True
2693,2693,4IF,"الصحة الروسية: إنتاج أول لقاح روسي ضد كورونا سيبدأ في موقعي مركز ""غمالي"" وشركة ""بينوفارم"" الشهر المقبل. الإنتاج التجاري سيبدأ في سبتمبر 20 دولة طلبت مليار جرعة لحد الآن coronavirus CoronaVaccine",False
2694,2694,MFH,المؤلف والناقد المسرحي السوري الدكتور رياض عصمت، الذي وافته المنية عن عمر ناهز الثانية والسبعين عاما في إحدى مشافي شيكاغو الأميركية، جراء اصابته بفيروس كورونا.. نتوجه لأسرة الفقيد بأحر التعازي، داعيا الله أن يلهمهم الصبر والسلوان. وان يتغمده الله برحمته,True
2695,2695,ARC,إصابة رئيس وزراء بريطانيا بوريس جونسون بفيروس كورونا . اللهم احفظنا جميعا.. كورونا_السعوديه كوفيد_19 اجلاء_طلبة_بريطانيا بريطانيا كورونا_الجديد المملكة_المتحدة,True
2696,2696,MFH,المانيا_ عندي وصفه تخلص العالك كله من الكورونا تلفون 972522878900 تعالوا لنعقد صفقه ، انا جاهز ان اسلمها لكبار علماء الطب .,False
2697,2697,ARC,أنباء عن إصابة مرض كورونا بداء الأمة محمد_بن_زايد,False
2698,2698,4IF,ثلاث شركات روسية ستبدأ خلال الشهر المقبل، الإنتاج التجاري لأول لقاح ضد فيروس كورونا .,True
2699,2699,ARC,الغرغرة بالماء والملح يمكن أن تقي من العدوى بفيروس كورونا_مصر كوفيد19,False
2700,2700,ARC,كورونا.. إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه..,False
2701,2701,MFH,يتم تداول أن جميع موظفي والطاقم الطبي والممرضين بمستشفى رفيق الحريري هربوا وتركوا المرضى بسبب حالة اللبنانية القادمة من قم الإيرانية .. سنموت_بعد_قليل كورونا_في_لبنان كورونا كورونا_لبنان لا_داعي_للهلع لبنان_ينتفض كلن_يعني_كلن,False
2702,2702,MFH,كورونا كشفت لنا خونه الوطن .! إيران_تصدر_كورونا_للخليج,False
2703,2703,ARC,"""الموز يقى من فيروس كورونا"".. آخر ما توصلت إليه السوشيال ميديا من هبدات - EgyptToday",False
2704,2704,ARC,عاجل: الفاتيكان ينفي إصابة البابا فرانسيس ومساعديه ب فيروس_كورونا صحيفة_الخليج,True
2705,2705,ARC,"الصين تنتهي من بناء مستشفى جديدا بسعة 1000 سرير لعلاج مرضى فيروس ""كورونا"" في 10 أيام فقط! نحن_معكم",True
2706,2706,4IF,"منذ لحظة إعلان بوتين عن جاهزيته.. جدل يثار حول لقاح ""سبوتنيك"" الروسي.. وخبراء ودول أوروبية تشكك بفعاليته وبالمعلومات المتوافرة عنه كورونا العربية",False
2707,2707,4IF,الغريب في اللقاح الروسي ل كورونا ان التصريح يا من الرئيس الروسي دون الرجوع لمنظمة الصحه العالميه مما يدل على ان المنظمة من منظور الروس مجرد منظمة تخدم اجنده لجهات ذات سياده محدوده !,False
2708,2708,MFH,الترا_جزائر | كورونا تسجيل 112 إصابة جديدة بكورونا ارتفاع إجمالي الإصابات إلى 10810 حالة تسجيل 9 وفيات ارتفاع إجمالي الوفيات إلى 760 حالة تسجيل 98 حالة شفاء ارتفاع إجمالي حالات الشفاء إلى 7420 حالة,True
2709,2709,MFH,"قبائل السماوة تفرض على افرادها إرتداء الكمامة الطبية والامتناع عن ""التقبيل"" في المجالس والمضايف والمناسبات، وتستعد لإقامة حملة تثقيفية توعوية للتعرف على أعراض فايروس كورونا وطرق الوقاية منه قبائلنا_الواعية جنوبنا_المنتفض",True
2710,2710,MFH,صحيفة فرنسية : لاخوف على المنقبات فهن الأقل عرضة لفيروس كورونا،حيث أنهن لايتبادلن القبل للتحية أويصافحن بالأيدي أوالأحضان وأجسامهن مستورة وهي النصائح التي أطلقها المختصون لتفادي العدوى وكذلك نقلها . اللهم أعز الإسلام والمسلمين بالأمس كانوا يحاربون النقاب والان يمدحونه,False
2711,2711,MFH,إصابة أنثى نمر في حديقة حيوان في نيويورك ب فيروس_كورونا,True
2712,2712,4IF,عاجل| وزيرة_الصحة تعلن توفير حصة مصر من تطعيم كورونا,False
2713,2713,4IF,توضيح.. تداولت عدة صفحات على مواقع التواصل الإجتماعي مقطع فيديو مرفق بالنص الآتي: (عاجل | شاهد ابنة الرئيس الروسي تتلقى اللقاح الذي أعلن عنه فلاديمير بوتين اليوم كأول لقاح ل كورونا في العالم). الحقيقة: 1-الفيديو المتداول يعود لبداية الشهر الماضي لإحدى متطوعات الأكاديمية,False
2714,2714,MFH,تعلن وزارة_الصحة عن وفاة مواطنة مصابة بمرض كورونا كوفيد19 وتبلغ من العمر ثمانين عاما ليبلغ عدد الوفيات من هذا المرض بالسلطنة سبع عشرة وفاة. وتتقدم وزارة الصحة إلى ذوي الفقيدة بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان,True
2715,2715,4IF,بوتين أعلن عن تسجيله بعد مرور أقل من شهرين على بدء الاختبارات البشرية.. لقاح كورونا الروسي يثير مخاوف بشأن السلامة والفاعلية العربية,True
2716,2716,MFH,الترا_جزائر | كورونا تسجيل 602 إصابة جديدة بكورونا ارتفاع إجمالي إصابات كورونا إلى: 29831 تسجيل 14 وفاة جديدة بكورونا ارتفاع إجمالي وفيات كورونا إلى: 1200,True
2717,2717,ARC,1720 ضرب الطاعون العظيم مدينة مارسيليا الفرنسية 1820 ضرب طاعون الكوليرا خاصة اندونيسيا تايلاند الفلبين 1920 طاعون الشر الانفلونزا الاسبانية الضحايا بالملايين 2020 طاعون كورونا,False
2718,2718,ARC,هه قلنا هذا تقرير طبي من احدي وكالات الانباء العالميه ان الموز بعون الله طارد ل كورونا_فيروس رد علي البعض بقوله ان معاي مزارع موز وان كان هذا صحيح فماهو المانع,False
2719,2719,MFH,وزير_الصحة : إنا لله وإنا إليه راجعون، أعزي نفسي وكل الزملاء بوفاة الأخ- د. طارق حسين مخيمر ، من أطباء الأنف والأذن والحنجرة في م. زين متأثرا بمضاعفات فيروس كورونا المستجد. رحمه الله وألهم أهله ومحبيه الصبر والسلوان.,True
2720,2720,4IF,مركز الملك عبدالله العالمي للابحاث الطبية في الحرس الوطني الذي يملك70عالم ابحاث منهم50 عالم سعودي ويحملون الدكتوراه في طور تجارب لقاح ضد كورونا الجديد بالاستفاده من لقاح كورونا السابق واثبت نجاحه علي الحيوانات ومن ضمن التجارب علي الابل واثبت قوة المناعه ضد الفيروس وفى طور التجارب,False
2721,2721,MFH,تمديد الحجر الصحي ل 15 يوما الجزائر فيروس_كورونا,True
2722,2722,MFH,بعدا السنة بشهرا التاني وهلقد في مصايب ، شو مخبايين الأشهر العشرة يلي جايين؟؟ سنموت_بعد_قليل لا_داعي_للهلع كورونا_لبنان,False
2723,2723,MFH,الفرق بينك و بين يلي معه كورونا انه هو عمل فحص و انت لا,False
2724,2724,4IF,اخر اخبار اللقاحات حسب بلومبيرغ ورويترز: -ادارة الرئيس ترمب تكثف وتعجل جهود انتاج لقاح مضاد ل فيروس_كورونا بحيث تتوافر 100 مليون جرعة منه بحلول نهاية هذا العام، و300مليون جرعة يناير المقبل. -جامعة اكسفورد اللندنية تعمل على تطوير لقاح مضاد يبدو واعدا، ليكون متوافرا سبتمبر-ايلول.,True
2725,2725,ARC,إصابة تميم بفايروس كورونا بعد زيارته ايران | الحلقة 448 - طارق المحياس عبر  صح لسانك ي الشاعر وتستاهل الامارات ويستاهل سعادة الاستاذ الاعلامي طارق المحياس,False
2726,2726,4IF,فيديو | الدكتور هادي ياسين مدير المشاريع البحثية في مركز البحوث الطبية يتحدث عن تسجيل روسيا أول لقاح ضد فيروس كورونا جريدة_الراية قطر لأجل_قطر_كلنا_في_البيت,True
2727,2727,ARC,التدخين يمنع فيروس كورونا من الدخول لجسم الإنسان,False
2728,2728,ARC,كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020 مصيبة تحل على الإمارات.. إصابة محمد بن زايد ب”كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020,False
2729,2729,ARC,"معطيات إضافية حول رواية ""عيون الظلام"" التي كتبها الأمريكي""دين كونتز"" ونشرها سنة 1981، وعن مدى تطابقها الغريب مع وباء كورونا، بما في ذلك ذكره للسنة التي يحدث فيها الوباء وهي 2020",False
2730,2730,ARC,عليكم بشوربة الثوم فيروس_كورونا,False
2731,2731,4IF,ترمب: لقاح كورونا قد يتاح في أمريكا قبل انتخابات الرئاسة  COVID19 كورونا coronavirus,False
2732,2732,MFH,المانيا أوضح اطباء في مستشفى فرايبورغ الجامعي أن المسحات التي تؤخذ من الفم أو الأنف أو البلعوم لا تثبت دائما الإصابة بفيروس كورونا وقد تعطي نتائج سلبية لحالة مصابة بالفعل بفيروس كورونا. وأوصوا بتحليل عينات أخرى من البراز أو إفرازات الجهاز التنفسي العميقة,True
2733,2733,MFH,"""الفرق بينك وبين الي معو كورونا انو هو عمل فحص و انت لا """,False
2734,2734,ARC,كورونا_في_الكويت !!أقفلو المعابر البرية والمطار أمام دخول المصريين وباء كورونا ينتشر فى المدارس المصرية لدرجة حدوث وفيات !! الحكومة المصرية تتكتم على الأمر بدواعى تأثر الاقتصاد والسياحة !!,False
2735,2735,ARC,- تناول الثوم يساعد في الوقاية من العدوى بفيروس كورونا: يعد الثوم طعاما صحيا، ويتميز باحتوائه على بعض الخصائص المضادة للميكروبات.. ومع ذلك، لا توجد أي بينة تثبت أن تناول الثوم يقي من العدوى بفيروس كورونا المستجد,True
2736,2736,ARC,مفهوم خاطئ : يمكن أن ينتقل فيروس كورونا المستجد (2019-nCov) عن طريق لدغات البعوض حقيقة: فيروس كورونا المستجد (2019-nCov) لا يمكن أن ينتقل عن طريق لدغات البعوض فيروس كورونا المستجد هو فيروس من فيروسات الجهاز التنفسي ينتقل أساسا نتيجة مخالطة شخص مصاب. وعينا_عن_كورونا,True
2737,2737,ARC,"استطلاع_كويتنا حول فيروس كورونا_الكويت | ""مو خايف ولا كورونا ولا بورونا"" ، ""اليانسون"" افضل شيء كورونا",False
2738,2738,MFH,"عاجل: منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف"" - عبر تطبيق نبض",True
2739,2739,ARC,الرئيس الصيني صحبة رئيس الوزراء فى زيارة فجئية الى احد المساجد طالبا منهم الدعاء لرفع البلاء الان وقد عصيت وكنت من المفسدين آية من آيات الله للجبابرة اللهم اعز الاسلام والمسلمين فيروس_كورونا شؤون_الامة,False
2740,2740,MFH,يعني جبران و كورونا ببلد واحد سنموت_بعد_قليل لبنان,False
2741,2741,MFH,حديقة حيوان برونكس في نيويورك تعلن إصابة نمر بفيروس كورونا و 6 اسود عليهم الاعراض,True
2742,2742,4IF,احدى طائرات الشحن القطرية القادمة من إيران تحمل على متنها مرضى بفيروس كورونا بغطاء تبرعات طبية مكدسين فوق بعضهم تهبط بمطار بيروت بالقوة تحت حماية حزب الله ..,False
2743,2743,MFH,انا لله وانا اليه راجعون انتقل الى رحمة الله اخونا منير احد العمال في المؤسسة بسبب كورونا اسأل الله ان يغفر له ويرحمه ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان لا تحرموه من دعائكم جزاكم الله خيرا مرسول_يستفز_الكباتن_والعملاء,True
2744,2744,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 3,False
2745,2745,MFH,ولي_العهد_محمد_بن_سلمان تعال انقذ المملكه والعالم من الكورونا تعال لنعقد صفقه الفتح ترجع بالخياه الى حالتهاالطبيعيه عندي وصفه تقي العالم وتخلصه من الفيروس باذن الله وصفه طبيعيه ليست كليماويه يا ولي العهد تعال نعقد صفقه الفتح ليست كوصفه القرن اغلى منها بترليون مره عجل لتنقذ .,False
2746,2746,4IF,مستفيدون مواطنون ومقيمون يتلقون الجرعة الأولى من لقاح كوفيد_19 بمركز لقاحات مجمع القصيم التخصصي الوطني بمحافظة الرس,True
2747,2747,MFH,دعواتكم لجد صحبتي توفى اليوم بسبب كورونا الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,True
2748,2748,MFH,"عاجل - منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف"" ( BBC ) أعز_الرجال_وأنقاهم ملاذ",True
2749,2749,ARC,كورونا_الكويت كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها.اضف 7 كؤوس ماء ثم أغلى الخليط..كل الثوم واشرب من الماء المغلي. بين ليلةوضحاها(في غمضة عين)ستشعر بالتحسن,False
2750,2750,ARC,إن التدخين واستخدام الأرجيلة أو السجائر الإلكترونية يجعل الأشخاص أكثر عرضة للإصابة بأمراض الجهاز التنفسي وخطر المعاناة من أعراض حادة في حال إصابتهم بفيروس كورونا. انتهز هذه الفترة للإقلاع عن التدخين وحافظ على سلامتك وسلامة من حولك. فيروس_كورونا التدخين الأردن خليك_بالبيت,True
2751,2751,MFH,عاجل الرئاسة_الجزائرية تعلن إصابة الرئيس عبد_المجيد_تبون بفيروس كورونا rtarabic,True
2752,2752,MFH,بالصين أي حيوان يلاقونه ياكلونه،، وبالهند أي حيوان يلاقونه يعبدونه،، وبالكويت أي حيوان يلاقونه ينتخبونه ،، عرفتوا ليش انتشرت الكورونا الحين الكويت_كورونا فيروس_كورونا كورونا_في_الكويت كورونا_الجديد بس_مصخت,False
2753,2753,MFH,عاجل: (في أول خطاب له بعد انتقاله للعلاج إلى ألمانيا: تبون يعلن للشعب تعافيه من فيروس كورونا),True
2754,2754,MFH,أي نعم الغباء ما بوجع بس نحنا اللبنانية غبائنا رح يجيب أخرتنا كلنا و كلنا يعني كلنا! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان لا_ثقة لبنان_يتكروان,False
2755,2755,ARC,«الصحة»: البضائع والطرود القادمة من الصين لاتنشر كورونا -,True
2756,2756,ARC,Marca | كان كريستيانو رونالدو دائما شخصا واعيا جدا بالمجتمع. الأمر ليس أقل مع أزمة فيروسات كورونا وسيحول فنادقه في البرتغال إلى مستشفيات للمساعدة في مكافحة الوباء. وبالتالي ، ستصبح فنادق CR7 في بلده مستشفيات يمكن استخدامها مجانا. وسيتكلف رونالدو دفع رواتب الأطباء والعمال,False
2757,2757,ARC,”عيون الظلام“.. رواية أمريكية تنبأت بظهور كورونا فى ووهان الصينية! (صورة),False
2758,2758,MFH,فيروس_كورونا الوزير الأول يصدر مرسوما جديدا يتضمن توسيع اجراءات الحجر الجزئي إلى 9 ولايات جديد في اطار الوقاية من تفشي وباء كورونا بداية من يوم السبت 28 مارس 2020 باتنة تيزي وزو سطيف قسنطينة المدية وهران بومرداس الوادي تيبازة,True
2759,2759,MFH,معقول الكورونا يفوت على مجلس النواب؟ ولا الحرس بيمنعوه؟ كورونا سنموت_بعد_قليل لا_داعي_للهلع,False
2760,2760,4IF,بشرى.. ولله الحمد والمنة مركز الملك عبدالله العالمي للأبحاث الطبية توصل إلى لقاح خاص بفيروس كورونا_الجديد والنتائج إيجابية بفضل من الله وحده.. وقريبا سيعلن عنه…,False
2761,2761,ARC,عاجل : العراق وزارة الصحة العراقية تطالب بإغلاق الحدود مع إيران خوفا من انتشار كورونا,False
2762,2762,4IF,روسيا تعلن رسميا انتاج اول لقاح فعال ضد فيروس_كورونا اللهم ارفع الوباء والبلاء عن العالم. كورونا روسيا,True
2763,2763,4IF,ذكرت وكالات أنباء محلية أن وزير الصحة الروسي ميخائيل موراشكو يجهز لحملة تطعيم جماعي ضد فيروس كورونا في أكتوبر بعد استكمال التجارب السريرية لأحد اللقاحات. و اضاف ان معهد جاماليا البحثي التابع للدولة في موسكو استكمل التجارب السريرية للقاح ويجري حاليا الاستعداد لإجراءات تسجيله.,False
2764,2764,4IF,شركة Pfizer توافق على تصنيع لقاح Remdesivir لفيروس كورونا الخاص بشركة Gilead,True
2765,2765,ARC,أمين عام الأطباء العرب: «الوضوء» أفضل طريقة للوقاية من «كورونا المستجد»,False
2766,2766,ARC,عاجل | إصابة لاعب يوفنتوس باولو ديبالا بفايروس كورونا وهو ثالث لاعب في الدوري الإيطالي حتى الآن,False
2767,2767,ARC,من أراد أن يفهم فيروس كورونا عليه بقراءة كتاب عيون الظلام للكاتب الامريكي الشهير دايان كونتز والذي الفه سنة 1981 سوف تعرفون أسرار كبيرة وعظيمة اسم الكتاب The Eyes of Darkness اسم المؤلفDEAN KOONTZ ستتفاجؤن..وتندهشون,False
