,Unnamed: 0,origin,tweet_text,label,tweet_text_NER
2517,2517,4IF,للتذكير والتنبيه : متوسط المدة لدراسة أي لقاح تحتاج من 10 إلى 15 سنة.,True,للتذكير والتنبيه : متوسط المدة لدراسة أي لقاح تحتاج من 10 إلى 15 سنة.
2518,2518,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 %,False,أعلنت  LOC  رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة  PER  الى وزارة الصحة  LOC ية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 %
2519,2519,ARC,صاحب بيت في القطيف خايف من كورونا قام لف كل بيته في قصدير باقي يدخله الفرن,False,صاحب بيت في  LOC  خايف من كورونا قام لف كل بيته في قصدير باقي يدخله الفرن
2520,2520,ARC,الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا النصر_الشباب,False, LOC  تعلن الحرب النووية على  LOC  وتتوعد بمسح  LOC  من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا النصر_الشباب
2521,2521,ARC,اعلنت الصين رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذى اثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين ان العلماء الاطباء المصرين اثبتوا للعالم اجمع انهم صناع الحياة واصبح حق ابتكار,False,اعلنت  LOC  رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة  ORG  الى وزارة الصحة  LOC ية لعلاج فيروس كورونا والذى اثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن  LOC  ان العلماء الاطباء المصرين اثبتوا للعالم اجمع انهم صناع الحياة واصبح حق ابتكار
2522,2522,4IF,أشار باحثون إلى أن لقاح السل ، الذي يعطى عادة في البلدان التي ترتفع فيها معدلات الإصابة بالسل ، قد يساعد في الحد من خطر الوفاة بسبب كورونا COVID-19.,True,أشار باحثون إلى أن لقاح السل ، الذي يعطى عادة في البلدان التي ترتفع فيها معدلات الإصابة بالسل ، قد يساعد في الحد من خطر الوفاة بسبب  MISC .
2523,2523,MFH,ا.د أمجد_زكريا_الخياط مدرس واستشاري العناية_المركزة و التخدير بمستشفيات جامعة_الأزهر ؛ في ذمة الله أحد شهداء وأبطال الصف الأول في جائحة فيروس_كورونا نسأل الله العظيم رب العرش العظيم أن يغفر له ويرحمه ، وأن يلهم أهله الصبر والسلوان,True, PER _زكريا LOC  مدرس واستشاري العناية_المركزة و التخدير بمستشفيات  LOC  ؛ في ذمة الله أحد شهداء وأبطال الصف الأول في جائحة فيروس_كورونا نسأل الله العظيم رب العرش العظيم أن يغفر له ويرحمه ، وأن يلهم أهله الصبر والسلوان
2524,2524,MFH,معلومات ثقافية عن فيروس كورونا 10 متى يجب عليك لبس الكمامة ؟ كلنا_مسؤول   برنامج_جودة_الحياة  حفرالباطن,True,معلومات ثقافية عن فيروس كورونا 10 متى يجب عليك لبس الكمامة ؟ كلنا_مسؤول   برنامج_جودة_الحياة  حفرالباطن
2525,2525,ARC,فئة صغيرة في الصين تأكل الحيوانات والطيور الغير صالحة للغذاء البشري فما ذنب بقية الناس في الصين وبقية دول العالم تتعرض للأصابة والموت ب يروس كورونا القاتل . العالم بآكملة يعيش حالة رعب كبير بسبب هؤولاء البرابرة الأغبياء ماذنبنا نحن على العالم ان يمنعهم من أكل الجيف والقاذورات,False,فئة صغيرة في  LOC  تأكل الحيوانات والطيور الغير صالحة للغذاء البشري فما ذنب بقية الناس في  LOC  وبقية دول العالم تتعرض للأصابة والموت ب يروس كورونا القاتل . العالم بآكملة يعيش حالة رعب كبير بسبب هؤولاء البرابرة الأغبياء ماذنبنا نحن على العالم ان يمنعهم من أكل الجيف والقاذورات
2526,2526,ARC,النقاب ..احدى وسائل الوقاية من فيروس كورونا .. ..سيندمون من سعوا لمنعه في دولهم,False,النقاب ..احدى وسائل الوقاية من فيروس كورونا .. .. PER  من سعوا لمنعه في دولهم
2527,2527,MFH,"الكويت_885 اصابه اليوم بالكورونا رساله الى امير الكويت عندي وصفه طبيعيه تخلص الكويت والعالم من الكورونا وشرها تعال لنعقد صفقه تنجيكم وتخلصكم من الوبا تلفون 972522878900 , هيا يا امير تعال لتنقذ العالم .",False," LOC _885 اصابه اليوم بالكورونا رساله الى امير  LOC  عندي وصفه طبيعيه تخلص  LOC  والعالم من الكورونا وشرها تعال لنعقد صفقه تنجيكم وتخلصكم من الوبا تلفون 972522878900 , هيا يا امير تعال لتنقذ العالم ."
2528,2528,ARC,فيروس_كورونا تصريح منظمة الصحة العالمية حول تلقي الطلبيات من الصين. صرحت منظمة الصحة العالمية ان تلقي الرسائل و الطرود من الصين لا ينقل فيروس كورونا وذالك لانه ببساطه لا يمكنه النجاة على الأسطح ، مثل الرسائل و الطرود,True,فيروس_كورونا تصريح  ORG  حول تلقي الطلبيات من  LOC . صرحت  ORG  ان تلقي الرسائل و الطرود من  LOC  لا ينقل فيروس كورونا وذالك لانه ببساطه لا يمكنه النجاة على الأسطح ، مثل الرسائل و الطرود
2529,2529,ARC,صباح الأخبار الحلوة قناة عبرية تعلن خبر اصابة محمد بن زايد بفيروس كورونا تفتكروا نشمت دلوقتى ولا نستنى مرحلة له ما له وعليه ما علية ملحوظة نزلت الصورة على الترجمة فطلعت زعيم الإمارات محمد بن زايد يلتصق بكورونا يعنى لزق فيه ان شاء الله ومش هيطلع,False,صباح الأخبار الحلوة قناة عبرية تعلن خبر اصابة  PER  بفيروس كورونا تفتكروا نشمت دلوقتى ولا نستنى مرحلة له ما له وعليه ما علية ملحوظة نزلت الصورة على الترجمة فطلعت زعيم الإمارات  PER  يلتصق بكورونا يعنى لزق فيه ان شاء الله ومش هيطلع
2530,2530,MFH,أيوا كدا يا ودييع! دي بركة دعاكي يا كورونا،إنشاء الله ما بضل نائب على وزير على رئيس إبن مرأة واقف على إجريه! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان لا_ثقة بكرا_الكورونا_تشيل_ما_تخلي,False, LOC  كدا يا ودييع! دي بركة دعاكي يا كورونا،إنشاء الله ما بضل نائب على وزير على رئيس إبن مرأة واقف على إجريه! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان لا_ثقة بكرا_الكورونا_تشيل_ما_تخلي
2531,2531,ARC,عام 1720 ضرب مدينة مارسيليا الفرنسية الطاعون العظيم قتل في أيام 100 الف شخص عام 1820 ضربت الكوليرا تايلند و اندنوسيا و قتلت اكثر من 100 الف شخص عام 1920، انفلونزا الإسبانية قتلت 100 مليون شخص عام 2020 كورونا,False,عام 1720 ضرب مدينة  LOC  الفرنسية الطاعون العظيم قتل في أيام 100 الف شخص عام 1820 ضربت الكوليرا  LOC  و  LOC  و قتلت اكثر من 100 الف شخص عام 1920، انفلونزا الإسبانية قتلت 100 مليون شخص عام 2020 كورونا
2532,2532,4IF,عاجل - منظمة الصحة العالمية: إيجاد لقاح لفيروس كورونا هو الطريق الوحيد لإيقاف انتشار المرض كورونا,True,عاجل -  ORG : إيجاد لقاح لفيروس كورونا هو الطريق الوحيد لإيقاف انتشار المرض كورونا
2533,2533,ARC,أغنية صينية مؤثرة تعبر عن الحزن والألم عماآلت إلينا الأحوال جراء كورونا وتداعياتها حول العالم عاجلا غير آجل بعون الله ستمر وتنتهي أزمة كورونا (ثمة سؤال مطروح)؟؟ أيها العقلاء الراشدون هل بخروجنا من عنق زجاجة كورونا تعلمنا الذي ماكان بالحسبان؟؟ الكويت_تحارب_الكورونا,False,أغنية صينية مؤثرة تعبر عن الحزن والألم عماآلت إلينا الأحوال جراء كورونا وتداعياتها حول العالم عاجلا غير آجل بعون الله ستمر وتنتهي أزمة كورونا (ثمة سؤال مطروح)؟؟ أيها العقلاء الراشدون هل بخروجنا من عنق زجاجة كورونا تعلمنا الذي ماكان بالحسبان؟؟  LOC _تحارب_الكورونا
2534,2534,4IF,وافقت شركة (AstraZeneca) التي تطور لقاح ضد الفيروس التاجي بالتعاون مع جامعة أكسفورد البريطانية بأن تقوم شركة (Kangtai) الصينية بإنتاج 100 مليون جرعة من لقاحها في عام 2020 و 200 مليون جرعة في عام 2021، وذلك بغرض الاستخدام المحلي (اللقاح يظهر نتائج مبشرة),True,وافقت شركة ( MISC  MISC ) التي تطور لقاح ضد الفيروس التاجي بالتعاون مع  LOC  بأن تقوم شركة (Kangtai) الصينية بإنتاج 100 مليون جرعة من لقاحها في عام 2020 و 200 مليون جرعة في عام 2021، وذلك بغرض الاستخدام المحلي (اللقاح يظهر نتائج مبشرة)
2535,2535,ARC,فيروس كورونا ينتشر عبر منتجات شركة المراعي السعوديه. فالحذر الحذر من استخدام هذه المنتجات. حليب لبن لحوم دجاج عصائر اجبان قشده زبده زبادي,False,فيروس كورونا ينتشر عبر منتجات  ORG . فالحذر الحذر من استخدام هذه المنتجات. حليب لبن لحوم دجاج عصائر اجبان قشده زبده زبادي
2536,2536,4IF,بيان مديرية_الطيران_المدني عن رحلة الخطوط القطرية طهران بيروت بقول كانت حاملة “جثمان من كندا وبريد سياسي” بينما البيان القطري الرسمي بقول “خالية من أي بضائع أو ركاب” مطلوب من المسؤولين عنا توضيح.. مش ناقصنا فضايح وتناقض ممكن يزيد عدم الثقة بزمن كورونا,False,بيان مديرية LOC _المدني عن رحلة الخطوط القطرية  LOC   LOC  بقول كانت حاملة “جثمان من  LOC  وبريد سياسي” بينما البيان القطري الرسمي بقول “خالية من أي بضائع أو ركاب” مطلوب من المسؤولين عنا توضيح.. مش ناقصنا فضايح وتناقض ممكن يزيد عدم الثقة بزمن كورونا
2537,2537,MFH,هلأ بيتحول محللين الوضع الاقتصادي في لبنان الى محللين بالصحة. من major اليوروبوندز إلى major كورونا CoronaViruesue سنموت_بعد_قليل لا_داعي_للهلع,False,هلأ بيتحول محللين الوضع الاقتصادي في  LOC  الى محللين بالصحة. من  MISC  إلى  MISC   MISC  سنموت_بعد_قليل لا_داعي_للهلع
2538,2538,MFH,بس قالولنا لا داع للهلع، الليرة بالف خير، صدقوا واكيد هلق بس قالولنا عن ال كورونا لا داع للهلع اكيد رح يصدقوا سنموت_بعد_قليل,False,بس قالولنا لا داع للهلع، الليرة بالف خير، صدقوا واكيد هلق بس قالولنا عن ال كورونا لا داع للهلع اكيد رح يصدقوا سنموت_بعد_قليل
2539,2539,ARC,هل هدد الرئيس الروسي بوتين الأغنياء وطالبهم بتحمل تكاليف وباء كورونا دون مساومة؟ إليك تحقق مسبار آخر_الأخبار CoronaVirusFacts DatosCoronaVirus كورونا منصة_مسبار حقائق_كورونا كوفيد19 COVID19 عاجل,True,هل هدد الرئيس الروسي بوتين الأغنياء وطالبهم بتحمل تكاليف وباء كورونا دون مساومة؟ إليك تحقق مسبار آخر_الأخبار  MISC Facts Datos MISC  كورونا منصة_مسبار حقائق MISC 19 COVID19 عاجل
2540,2540,ARC,رئيس وزراء إيطاليا لقد فقدنا السيطرة ، وباء كورونا قتلنا نفسيا ، بدنيا و عقليا ، لم نعد نعي ماذا سنفعل لقد إنتهت جميع الحلول على وجه الأرض ، الحل متروك للسماء Covid_19 فيروس_كورونا_المستجد,False,رئيس  ORG  لقد فقدنا السيطرة ، وباء كورونا قتلنا نفسيا ، بدنيا و عقليا ، لم نعد نعي ماذا سنفعل لقد إنتهت جميع الحلول على وجه الأرض ، الحل متروك للسماء Covid_19 فيروس_كورونا_المستجد
2541,2541,ARC,بيل غيتس هو عراب مؤامرة كورونا ولقاحها الجاهز والذي سيكون عبارة عن شريحة إلكترونية تحقن في الجسم لمعرفة تحركاتنا. بالله عليكو انتو عاملين كل هالميمعة عشان تعرفوا تحركاتي؟! وانا وين ودي أروح يعني يا نازل اشتري خبز يا طالع أكب الزبالة,False, PER  هو عراب مؤامرة كورونا ولقاحها الجاهز والذي سيكون عبارة عن شريحة إلكترونية تحقن في الجسم لمعرفة تحركاتنا. بالله عليكو انتو عاملين كل هالميمعة عشان تعرفوا تحركاتي؟! وانا وين ودي أروح يعني يا نازل اشتري خبز يا طالع أكب الزبالة
2542,2542,ARC,فيروس_كورونا صدق او لا تصدق هالمشهد من مسلسل مصري قبل 35 سنة ذكرت فيه جميع الاجراءات الاحترازية الحالية وذكر فيروس كورونا بالأسم ( اخر المشهد),False,فيروس_كورونا صدق او لا تصدق هالمشهد من مسلسل مصري قبل 35 سنة ذكرت فيه جميع الاجراءات الاحترازية الحالية وذكر فيروس كورونا بالأسم ( اخر المشهد)
2543,2543,4IF,"ترامب يتهم ""الدولة العميقة"" في إدارة ""الغذاء والدواء"" بإبطاء تجارب لقاحات كورونا الولايات_المتحدة لقاح_كورونا بوابة_الأخبار",True," PER  يتهم "" LOC "" في إدارة ""الغذاء والدواء"" بإبطاء تجارب لقاحات  LOC _المتحدة لقاح_كورونا بوابة_الأخبار"
2544,2544,ARC,كورونا.. إلتقطت هذه الصورة صباح الجمعة الماضية لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه.. ووهان ويايمني مايهزك ريح,False,كورونا.. إلتقطت هذه الصورة صباح الجمعة الماضية لطائرة الخطوط الاماراتية مقلعه من  LOC  إلى  LOC  (  LOC  ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه..  LOC   PER  ريح
2545,2545,MFH,مقطع_مسرب لفريق عمل ترامب يتكلمون عن كورونا_فيروس بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة,False,مقطع_مسرب لفريق عمل  PER  يتكلمون عن  PER  بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة
2546,2546,MFH,تسجيل 463 حالة إصابة جديدة ب فيروس_كورونا تسجيل 7 وفيات جديدة بسبب فيروس_كورونا إرتفاع إجمالي الإصابات إلى 16404 إرتفاع إجمالي الوفيات بكورونا إلى 959 algeria fadelzoubir coronavirus COVID19dz,True,تسجيل 463 حالة إصابة جديدة ب فيروس_كورونا تسجيل 7 وفيات جديدة بسبب فيروس_كورونا إرتفاع إجمالي الإصابات إلى 16404 إرتفاع إجمالي الوفيات بكورونا إلى 959  MISC   MISC 19dz
2547,2547,4IF,المتحدث الرسمي باسم وزارة_الصحة الدكتور عبدالله_السند : *مؤشرات إيجابية لقرب إنتاج لقاح كورونا كوفيد_19 إسأل_الصحة المرحلة_الثالثة التباعد_الجسدي فيروس_كورونا_المستجد,True,المتحدث الرسمي باسم وزارة_الصحة الدكتور  PER  : *مؤشرات إيجابية لقرب إنتاج لقاح كورونا كوفيد_19 إسأل_الصحة المرحلة_الثالثة التباعد_الجسدي فيروس_كورونا_المستجد
2548,2548,MFH,نمرة اسمها نادية عمرها 4 سنوات في حديقة حيوان في نيويورك مصابة ب فيروس_كورونا,True,نمرة اسمها نادية عمرها 4 سنوات في حديقة حيوان في  LOC  مصابة ب فيروس_كورونا
2549,2549,MFH,الصين فيها مليار ونص وما طلع معن نكت أد ما نكتوا علي ب لبنان كورونا سنموت_بعد_قليل لا_داعي_للهلع,False, LOC  فيها مليار ونص وما طلع معن نكت أد ما نكتوا علي ب  LOC  كورونا سنموت_بعد_قليل لا_داعي_للهلع
2550,2550,MFH,ع فكرة الفرق بينك وبين اللي معه كورونا، انه هو عمل فحص وإنت لأ.,False,ع فكرة الفرق بينك وبين اللي معه كورونا، انه هو عمل فحص وإنت لأ.
2551,2551,ARC,حقيقة مقطع تغليف منزل في «القطيف» بالقصدير خوفا من كورونا القطيف فيروس_كورونا المملكة,True,حقيقة مقطع تغليف منزل في « LOC »  LOC  خوفا من كورونا  LOC  فيروس_كورونا المملكة
2552,2552,MFH,اي مواطن سعودي يروح لايران يجب إعدامه فور عودته لا تساهل مع خونة الأوطان وناشري الفساد والأمراض ايران_تصدر_كورونا_للخليج,False,اي مواطن سعودي يروح ل LOC  يجب إعدامه فور عودته لا تساهل مع خونة الأوطان وناشري الفساد والأمراض  LOC _تصدر_كورونا_للخليج
2553,2553,MFH,صباح الابتسامة رغم كل شيء فيروس_كورونا كورونا_لبنان لبنان_ينتفض طرابلس_تنتفض لا_ثقة انتخابات_نيابية_مبكرة لا_داعي_للهلع سنموت_بعد_قليل,False,صباح الابتسامة رغم كل شيء فيروس_كورونا كورونا_ LOC   LOC _ينتفض  LOC _تنتفض لا_ثقة انتخابات_نيابية_مبكرة لا_داعي_للهلع سنموت_بعد_قليل
2554,2554,ARC,وسائل إعلام ايطالية : تأكيد إصابة البابا فرنسيس وإثنين من مساعديه بفيروس كورونا إيطاليا,False,وسائل  MISC  : تأكيد إصابة البابا  PER  وإثنين من مساعديه بفيروس  LOC 
2555,2555,ARC,للوقاية من كورونا عليكم بالصلاة فأنتم تتطهرون 5 مرات في اليوم للصلاة وهناك خبراء الصحة أجانب دعوا الى الوضوء كالمسلمين لأن غسيل الأيدي والمضمضة والاستنشاق ثلاث مرات ذلك يقي بشكل كبير من الفيروس .. كورونا فلسطين غزة,False,للوقاية من كورونا عليكم بالصلاة فأنتم تتطهرون 5 مرات في اليوم للصلاة وهناك خبراء الصحة أجانب دعوا الى الوضوء كالمسلمين لأن غسيل الأيدي والمضمضة والاستنشاق ثلاث مرات ذلك يقي بشكل كبير من الفيروس ..  LOC   LOC 
2556,2556,ARC,شاهد أكثر الأخبار متابعة اليوم: هل يمكن استخدام المضادات الحيوية للعلاج من مرض فيروس كورونا؟ فيروس_كورونا,True,شاهد أكثر الأخبار متابعة اليوم: هل يمكن استخدام المضادات الحيوية للعلاج من مرض فيروس كورونا؟ فيروس_كورونا
2557,2557,4IF,"التجارب السريرية البشرية الفعلية على اللقاح المضاد لفيروس كورونا ""صنع في إيطاليا"" بدأت في مستشفى سبالانزاني للأمراض المعدية بالعاصمة الإيطالية روما COVID19 نلتزم_لننتصر CommitToWin",False,"التجارب السريرية البشرية الفعلية على اللقاح المضاد لفيروس كورونا ""صنع في  LOC "" بدأت في  LOC  للأمراض المعدية بالعاصمة الإيطالية  LOC  COVID19 نلتزم_لننتصر CommitToWin"
2558,2558,ARC,هام وخطير أنباء عن وفاة طفل ب فيروس_كورونا في مشفى المجتهد في دمشق،وإصابة خالة الطفل التي كانت برفقته وتم عزل القسم التي توجد فيه الخالة،وشوهد الطبيب المعالج يبكي خوفا بسبب سعال الطفل بوجهه، قبل أن يتم تشخيص المرض!! وتكتم شديد من قبل الأمن والمشفى.دمشق,False,هام وخطير أنباء عن وفاة طفل ب فيروس_كورونا في  LOC  في  LOC ،وإصابة خالة الطفل التي كانت برفقته وتم عزل القسم التي توجد فيه الخالة،وشوهد الطبيب المعالج يبكي خوفا بسبب سعال الطفل بوجهه، قبل أن يتم تشخيص المرض!! وتكتم شديد من قبل الأمن والمشفى. LOC 
2559,2559,MFH,الفرق بينك وبين الشخص المصاب بفايروس كورونا .. هو انه عمل فحص.. وانت لا,False,الفرق بينك وبين الشخص المصاب  MISC  .. هو انه عمل فحص.. وانت لا
2560,2560,4IF,في وقت تلهث فيه جميع الدول من أجل الحصول على لقاح مضاد لفيروس كورونا المستجد، أعلنت روسيا في خطوة غير مسبوقة تسجيل أول لقاح في العالم. فكيف تلقت دول العالم الخبر؟ وما المخاوف العلمية المحيطة باللقاح؟,True,في وقت تلهث فيه جميع الدول من أجل الحصول على لقاح مضاد لفيروس كورونا المستجد، أعلنت  LOC  في خطوة غير مسبوقة تسجيل أول لقاح في العالم. فكيف تلقت دول العالم الخبر؟ وما المخاوف العلمية المحيطة باللقاح؟
2561,2561,ARC,لقد رحل الناس والغربان تغزو المدينة! الصين كورونا فيروس_كرونا,False,لقد رحل الناس والغربان تغزو المدينة!  LOC   LOC 
2562,2562,ARC,لست متأكدا من صحة الدراسة، ولكنني اعتقد ان للنظافة الناجمة عن الوضوء (والاستنشاق 15 مرة في اليوم) دور مهم في عدم انتشار الفيروس.. فهد_الأحمدي كرونا_الجديد فيروس_كورونا_المستجد COVID19 COVID 19,False,لست متأكدا من صحة الدراسة، ولكنني اعتقد ان للنظافة الناجمة عن الوضوء (والاستنشاق 15 مرة في اليوم) دور مهم في عدم انتشار الفيروس..  PER  كرونا_الجديد فيروس_كورونا_المستجد  MISC  19
2563,2563,ARC,أنصح نفسي وإياكم اخوتي وأخواتي المسلمين في كل بقاع الأرض بالوضوء لكل صلاة حتى وإن لم ينتقض الوضوء فهو الدواء الوقائي من الإصابة بطاعون العصر الحالي فيروس كورونا المميت. والله من وراء القصد,False,أنصح نفسي وإياكم اخوتي وأخواتي  PER  في كل بقاع الأرض بالوضوء لكل صلاة حتى وإن لم ينتقض الوضوء فهو الدواء الوقائي من الإصابة بطاعون العصر الحالي فيروس كورونا المميت. والله من وراء القصد
2564,2564,ARC,تحدث عن الصين والخفافيش.. فيلم «كونتيجن» تنبأ ب«كورونا» قبل 9 سنوات (فيديو),False,تحدث عن  LOC  والخفافيش.. فيلم « PER » تنبأ ب«كورونا» قبل 9 سنوات (فيديو)
2565,2565,MFH,. وفاة المدرب علي هادي بعد إصابته بفيروس كورونا انا لله وإنا اليه راجعون، نسأل الله تعالى أن يتغمده بواسع رحمته وأن يلهم أهله وعائلته الصبر والسلوان كورونا,True,. وفاة المدرب  PER  بعد إصابته بفيروس كورونا انا لله وإنا اليه راجعون، نسأل الله تعالى أن يتغمده بواسع رحمته وأن يلهم أهله وعائلته الصبر والسلوان كورونا
2566,2566,ARC,كررونا اللي يقول ما ينتقل فيروس كورونا من البضائع الصينية كذاب تحذير تحذير عاجل ينتقل فيروس كورونا من البضائع الصينية بصق ينقل الفيروسات يجب توخي الحذر,False,كررونا اللي يقول ما ينتقل فيروس كورونا من البضائع الصينية كذاب تحذير تحذير عاجل ينتقل فيروس كورونا من البضائع الصينية بصق ينقل الفيروسات يجب توخي الحذر
2567,2567,4IF,منظمة_الصحة_العالمية تحض الدول على الانضمام لبرنامج اللقاح المشترك ل كورونا أخبار_الآن,True, ORG  تحض الدول على الانضمام لبرنامج اللقاح المشترك ل كورونا أخبار_الآن
2568,2568,MFH,ايطاليا_رئيس_الوزراء_وزيرالصحه_ اذا اردتم ان تخلصوا من الكورونا ، عندي وصفه ناجحه 100-100 تنجيكم من الكورونا ومن افاتها هيا تعالوا لنعقد صفقه الفتح ، التي تعيد لكم الحياه الى طبيعتها وتعيد زهره الحياه الى البلد 972522878900 . وصفه لا شرقيه ولا غربيه وصفه طبيعيه ما لعدها وصفه .,False, LOC _رئيس_الوزراء_وزيرالصحه_ اذا اردتم ان تخلصوا من الكورونا ، عندي وصفه ناجحه 100-100 تنجيكم من الكورونا ومن افاتها هيا تعالوا لنعقد صفقه الفتح ، التي تعيد لكم الحياه الى طبيعتها وتعيد زهره الحياه الى البلد 972522878900 . وصفه لا شرقيه ولا غربيه وصفه طبيعيه ما لعدها وصفه .
2569,2569,ARC,ورد الآن: الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,False,ورد الآن:  LOC  تعلن الحرب النووية على  LOC  وتتوعد بمسح  LOC  من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا
2570,2570,MFH,لبنان كوكب المفاجأة سنموت بعد قليل كورونا,False, LOC  كوكب المفاجأة سنموت بعد قليل كورونا
2571,2571,ARC,رئيس كوريا الشمالية يصرح ان فايروس كورونا لن ينتشر في بلاده لانه سيتم إعدام اي شخص يصاب بهذا المرض ،،المعنى الحقيقي لكلمة الحل السريع. كورونا_الجديد,False,رئيس  LOC  يصرح ان  PER  لن ينتشر في بلاده لانه سيتم إعدام اي شخص يصاب بهذا المرض ،،المعنى الحقيقي لكلمة الحل السريع. كورونا_الجديد
2572,2572,4IF,الإتحاد السوفيتي سجل أول رحلة لإستكشاف الفضاء في سنة 1957 ومن ثم سجل أول رحلة بشرية للفضاء الخارجي سنة 1961 وفي سنة 2020 أعلن اليوم بوتين تسجيل روسيا أول لقاح في العالم ضد فايرس كورونا . . دول تبنى وتتطور بدعم الأبحاث العلمية بينما نحن لازلنا نتصارع على برميل نفط . ليبيا,False, ORG  سجل أول رحلة لإستكشاف الفضاء في سنة 1957 ومن ثم سجل أول رحلة بشرية للفضاء الخارجي سنة 1961 وفي سنة 2020 أعلن اليوم  PER  تسجيل  LOC  أول لقاح في العالم ضد  PER  . . دول تبنى وتتطور بدعم الأبحاث العلمية بينما نحن لازلنا نتصارع على برميل نفط .  LOC 
2573,2573,4IF,لا اظن توجد مؤامرة بنوايا سيئة في فايروس كورونا ، و لكن حاولوا ايجاد لقاح للفايروس سارس ، فمكر الله بهم واصبح سارس2 هو كوفيد19 (الي برز الدوأ قبل الفلعه) بجهود مؤسسات في امريكا و الصين .,False,لا اظن توجد مؤامرة بنوايا سيئة في  LOC  ، و لكن حاولوا ايجاد لقاح للفايروس سارس ، فمكر الله بهم واصبح سارس2 هو كوفيد19 (الي برز الدوأ قبل الفلعه) بجهود مؤسسات في  LOC  و  LOC  .
2574,2574,MFH,اتقدم بأصدق التعازي والمواساة للشعب الإيطالي وكل عائلة إيطالية فقدت فردا منها بسبب فيروس_كورونا . تغمد الله الضحايا برحمته الواسعة و الهم دويهم الصبر والسلوان وانا لله وانا اليه وإنا لله وإنا إليه راجعون.,True,اتقدم بأصدق التعازي والمواساة للشعب الإيطالي وكل عائلة إيطالية فقدت فردا منها بسبب فيروس_كورونا . تغمد الله الضحايا برحمته الواسعة و الهم دويهم الصبر والسلوان وانا لله وانا اليه وإنا لله وإنا إليه راجعون.
2575,2575,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن الصين أن العلماء الأطباء المصرين اثبتوا للعالم أجمع أنهم هم صناع,False,أعلنت  LOC  رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة  ORG  الى وزارة الصحة  LOC ية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم، لتعلن  LOC  أن العلماء الأطباء المصرين اثبتوا للعالم أجمع أنهم هم صناع
2576,2576,ARC,الاعب كريستيانو رونالدوا يحول جميع فنادقه في البرتغالي الى عيادات تستقبل مرضى فايروس كورونا ويتكفل بدفع رواتي الأطباء والممرضين مؤلم عندما تجد ان لاعب كرة قدم يستطيع دفع رواتب الاطباء و الممرضين ، عندها فقط تعلم ان العالم ليس عادلا حقا كورونا,False,الاعب  PER  يحول جميع فنادقه في البرتغالي الى عيادات تستقبل مرضى  LOC  ويتكفل بدفع رواتي الأطباء والممرضين مؤلم عندما تجد ان لاعب كرة قدم يستطيع دفع رواتب الاطباء و الممرضين ، عندها فقط تعلم ان العالم ليس عادلا حقا كورونا
2577,2577,ARC,إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس كورونا في_فمي_ماء,False,إصابة ولي عهد  PER  بفيروس كورونا في_فمي_ماء
