,origin,tweet_text,label
4809,4IF,# بوتين يعلن تسجيل # روسيا أول لقاح في العالم ضد # فيروس _ كورونا # إرم _ نيوز # coronavirus # COVID19 [رابط],True
3790,MFH,السلطات الصحية تطلب من النواب المصابين ب # كورونا عدم حضور اجتماع اللجان . . إلا بعد التأكد من خلوهم من الفيروس # الكويت # الصدارة _ نيوز [رابط],True
996,ARC,[مستخدم] [مستخدم] لا صحة للخبر بعنوان « الرئيس الصيني يزور المساجد ويرجوا من المسلمين أن يدعوا الله لرفع بلاء كورونا عن البلاد » والفيديو الحقيقي لزيارة الرئيس الصيني إلى مسجد شينتشنغ في مدينة ينتشوان قبل 4 سنوات وتحديدا في عام 2016,True
2236,ARC,1720 طاعون - أوروبا 1820 كوليرا - آسيا 1920 إنفلونزا - اوربا 2020 كورونا - آسيا كل مئة عام يقضى على آلاف من البشر هل تساءلتوا من وراء هذا الفعل ضد البشرية ؟ ؟ وإذا كان مرتبط هذا الفايروس برقم 20 فهذا العام يوجد فيه 20 مكرره مرتين . . # كورونا # كورونا _ فيروسكورونا _ فيروس,False
3995,ARC,بسبب # كورونا . . # قطر تفرض قيودا مؤقتة على دخول لجميع القادمين من مصر . . و « الطيران المدني » تعلق # فيروس _ كورونا,False
4702,4IF,عاجل 🔴 . . الأمين العام للأمم المتحدة : فيروس كورونا أثبت هشاشة العالم وعلينا التواضع . . ويجب توحيد الجهود للتوصل إلى لقاح ضد كورونا . . . نيويورك,True
3963,4IF,أعلنت # الصحة _ العالمية إنه لا يوجد حتى الآن أي لقاح ل # فيروس _ كورونا يستوفى شروط المنظمة وشددت على أن الشروط هي خضوع اللقاح لثلاث تجارب سريرية تختبر الأمان والتأثير والفاعلية وهو ما لم يتحقق في # اللقاح _ الروسي [رابط],False
1971,4IF,الناطق بإسم الحكومة : الصحة ملتزمة بالمعايير الصادرة من منظمة الصحة العالمية . . ومنفتحون على الجميع حول لقاحات فيروس كورونا [رابط],True
3163,MFH,من الخطأ الاعتقاد بأن كورونا سيختفي بالصيف [رابط] [رابط],True
3402,MFH,"# منظمة _ الصحة _ العالمية : الأعتقاد بأن # فيروس _ كورونا سيختفي بحلول الصيف "" أمل زائف "" . . و هناك دول لا تعلن عن إصابات # كورونا على أراضيها [رابط]",True
2940,ARC,إيطاليا تستسلم … رئيس الوزراء الإيطالي : انتهت حلول الأرض و الأمر متروك للسماء . سبحان الله العظيم . # فيروس _ كورونا _ المستجد,False
233,4IF,مركز الملك عبدالله العالمي للأبحاث الطبية يوفر المركز البنية التحتية لدعم الأبحاث الطبية والدعم للباحثين في المجال الطبي هو في طور تجارب لقاح جديد ضد # كورونا والذي ثبت نجاحة في التجارب الأولية وجاري استكمال تجربتة السريرية على متطوعين وبدون ضجة إعلامية 🇸 🇦 🇸 🇦 [رابط],True
2715,4IF,بوتين أعلن عن تسجيله بعد مرور أقل من شهرين على بدء الاختبارات البشرية . . لقاح # كورونا الروسي يثير مخاوف بشأن السلامة والفاعلية # العربية [رابط],True
3784,MFH,# عندي وصفه طبيعيه ناجحه 100 - 100 تقضي على الكورونا بالمهد ، انا جاهز ان اسلمها لكبار علماء الطب لكي يفحصوها تلفون للاستفسار 972522878900 انا جاهز ان اعقد صفقه مع العالم كله لاخراجهم من الفيروس بالوصفه الطبيعيه ، مجربه على البشر وعلى الحيوان .,False
1697,4IF,اللهم لك الحمد والشكر 🙏 🏻 # المدينة _ المنورة تسجل أعلى نسبة تعافي لمرضى # كورونا منذ بداية الجائحة . 📍 91 ٪ نسبة التعافي . 📍 1500 حالة نشطة فقط 📍 لا وفيات جديدة . الامور طيبة الحمدلله . . نلتزم حتى يظهر اللقاح [رابط],True
4421,MFH,[مستخدم] عندي لبلحيكا والعالم وصفقه طبيعيه تخلصهم من الكورونا وافاتها خلال ساعه باذن الله ، تعالوا وجربوني انا جاهز ان اشرحها لكبار علماء الطب بالعالم ، وصفه وصفقه الفتح تعيد الحياه الى محاريها الطبيعيه 972522878900 .,False
2131,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني,False
2603,ARC,[مستخدم] الأخبار المتداولة عن إصابة الشيخ محمد بن زايد بفيروس # كورونا أعتقد أنها غير صحيحة ، ولكن كمية الشماتة التي لاحظتها على هذا الخبر بين العرب من المحيط إلى الخليج استفتاء حقيقي على اتساع مخيف لمستوى الكراهية الذي حصدته # الامارات لدى الشعوب العربية في ظل قيادته,True
1543,4IF,بطاقم سعودي كامل من الدخول من الباب الى الخروج منه . السعودية سوف تعلن عن لقاح فايروس # كورونا # Covid _ 19 قريب جدا بعد عدت تجارب وتكللت بالنجاح . الحمدلله كما ينبغي لجلال وجهك وعظيم سلطانك URL,False
3655,4IF,لمن يسأل عن التجربة السريرية للقاح فيروس كورونا في المملكة : اللقاح انتاج صيني تم تجربته في المرحلتين الأولى والثانية وزارة الصحة تشارك في المرحلة الثالثة من التجربة تعتمد مدة التجربة السريرية ونتائجها على عدد المتطوعين,False
1444,ARC,# وعينا _ عن _ كورونا هل المضادات الحيوية فعالة في الوقاية من فيروس كورونا المستجد وعلاجه ؟ لا ، لا تقضي المضادات الحيوية على الفيروسات ، بل تقضي على الجراثيم فقط . يعد فيروس كورونا المستجد - 2019 من الفيروسات ، لذلك يجب عدم استخدام المضادات الحيوية في الوقاية منه أو علاجه . [مستخدم],True
530,ARC,[مستخدم] سبحان من انطق هذا المسخ ومن خلفه سبب انتشار فايروس كورونا لهذا السبب طلب تطعيم ومنح شهادة بوضع شريحة بجسم كل انسان اثبات بانه تم تطعيمه والهدف هوان تم تقييدابشرومعرفة كل شي عنهم اسلوب صهيوماسوني ريتشادي عليهم سخط الله وغضبه وبأسه الذي لايرد عن القوم الظالمين,False
415,4IF,بوتين يعلن عن تسجيل اول لقاح ضد فيروس كورونا [رابط],False
4375,4IF,مستشار الرئيس لشئون الصحة : مصر حجزت حصتها في لقاح فيروس كورونا من جامعة أوكسفورد التفاصيل | | [رابط] # صدى _ البلد [رابط],True
3185,4IF,مشاركتي الليلة على [مستخدم] عن اللقاح الروسي ل # كوفيد 19 # COVID19 تسجيل اللقاح خضع للرأي السياسي بتركيز على الريادة والسبق الإعلامي والعائد المالي . وليس الطبي الأخلاقي ، ولم يؤكد فيه سلامة المرضى ولا يعرف مستوى الأمان له خصوصا لو استخدم للفئات الخطرة . [رابط],False
2803,MFH,"مقتدى الصدر : لا نريد أي علاج ل "" كورونا "" تصنعه شركات أميركية # كورونا # العراق # مقتدى _ الصدر # كورونا _ في _ الكويت # كورونا _ الكويت # كرونا _ في _ الكويت # الحجر _ المنزلي _ واجب _ وطني [رابط]",True
1744,MFH,وزارة الصحة : خروج 12 شخصا من الحجر الصحي الاحترازي بعد استكمالهم فترة ال 14 يوما وفحصهم للتأكد من خلوهم من فيروس الكورونا [رابط],True
1187,ARC,يهود في نيويورك عندهم جنازة طلب منهم البوليس عدم التجمع بسبب فايروس كورونا ما انصاعوا للتعليمات لأنهم يعتقدون ان الفيروس ما يضرهم بحجة أنهم أبناء الله ! ! اشتغلوا عليهم رشاشات ماء المطافي طشروهم 😂 😂,False
17,ARC,# الاخبار _ الحلوه خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100 % اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة . . ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق,False
3375,ARC,# فيروس _ كورونا الرئس الصيني يزور احد المساجد ورئيس الوزراء كذالك يزور مسجد اخر ويطلبون من المسلمين التضرع والدعاء الى الله ان يرفع عنهم البلاء,False
759,MFH,💣 قنبلة على المباشر 👇 مباشرة من # البيت _ الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن # كورونا _ فيروس بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا,False
4094,MFH,يمكن ما انتبهتوا من كترة المصايب . . بس مشان تناموا مرتاحين الليلة . . بكرا الجمعة 13 😂 سنموت بعد قليل بلشنا ب # لبنان _ ينتفض رح نصير ب # لبنان _ ينقرض # لا _ داعي _ للهلع # كورونا _ لبنان # الكورونا # كورونا # لبنان [رابط],False
2083,MFH,# كورونا _ في _ الكويت عندي وصفه تنقذ الكويت من الوبأ وتنقذ اقتصاد العالم وترجع الحياه الى طبيعتها وصفه ناجحه 100 - 100 مجربه على البشر وعلى الحيوان تلفون 972522878900 حاهز ان اذهب الى اخر العالم لانقاذ الكويت على امير الكويت الاتصال معي لنعقد صفقه الثلاثه قرون الصحه الاقتصاد والخياه .,False
4597,MFH,# الكويت _ والكورونا عندي وصفه طبيعيه تخلص الكويت من الكورونا وتريحها من افات الكورونا باذن الله وصفه ناجحه 100 - 100 وصفه مجربه على البشر وعلى الحيوان ، انا جاهز ان اسلمها لكبار علماء الطب تعالوا نغقد صفقه الفتح . 972522878900 .,False
2683,4IF,[مستخدم] [مستخدم] [مستخدم] [مستخدم] [مستخدم] [مستخدم] [مستخدم] [مستخدم] [مستخدم] فيديو خطير جدا من خبيرة لقاحات . . توضح نوع لقاح # بيل _ جيتس القادم وهو عباره عن شريحه للتحكم في البشر وأساسا لايوجد لقاح . . بل فقط زرع شريحة التحكم . . # كورونا # كوفيد _ 19 # BillGates # coronavirus # نعمة _ الحجر _ المنزلي # TikTok # fake # vaccine # vaccino [رابط],False
371,ARC,مستشفيات الهند رفضت تعالج مرضى # كورونا من المسلمين . الدولة المعفنة وصلت لهالدرجة 😠 😠 كلاب يعطيهم العمى # COVID 19,False
238,MFH,نعزي الكويت وأهلها بوفاة الدكتور - عبدالله شعيب بفيروس كورونا ، أحد أبطال الكويت في علاج المرضى ومواجهة المرض ونسأل الله له الرحمة والمغفرة ولأهله وذويه الصبر والسلوان 🙏 🏻,True
3794,MFH,اذا ضلت 2020 شادة حالها هيك شهرين زمان و بتقوم القيامة 😂 # لا _ داعي _ للهلع # سنموت _ بعد _ قليل # لبنان # كورونا,False
1554,ARC,[مستخدم] [مستخدم] طبعا وشي اكيد يصيب الصين فيروس كورونا وغيره لآن كل اكلهم غير صحي يأكلون الحيوانات مثل الكلاب والثعابين والعقارب والخفافيش . . الخ,False
3161,ARC,الجو البارد الجود الحار لا يعالجون فايروس # كورونا _ المستجد ما يكفينا شره إلا الله وأكثروا من الاستغفار وذكر الله ولا تنسون اذكار الصباح والمساء,True
3674,4IF,# كورونا # كوفيد _ 19 اعلان الرئيس الروسي عن اكتشاف وبدء تصنيع اللقاح ضد كورونا مفاجئ ودرامي ، العالم اجمع على مراحل معتمدة للتجارب السريرية لايمكن تخطيها ، ولا يمكن بحال من الأحوال الجزم ان هذا اللقاح آمن في هذه الفترة القصيرة حتى ولو استخدمته ابنت بوتن هذه مخاطرة لا أحد يعلم عواقبها [رابط],False
841,4IF,العلاقة بين الطب والسياسة ؟ الحديث عن لقاح # كورونا هو السائد عالميا . ارتبطت ازمة # كورونا بالبعد السياسي والإقتصادي والإجتماعي والأمني والطبي . . قد يظهر لنا مصطلح سياسي جديد . ( الطب السياسي ) ( * medic - politics ) * # محمد _ الحربي [رابط],True
1197,MFH,# عاجل | الجزيرة : وزارة الصحة الجزائرية : تسجيل وفاة جديدة بفيروس كورونا في ولاية المدية ليرتفع عدد الوفيات في # الجزائر إلى 9 # سلامتك _ هي _ سلامتي # جريدة _ الراية [رابط],True
3252,ARC,# فيروس _ كورونا عاجل | ناشيونال الفنزويلية : اصابة لاعب يوفنتوس باولو ديبالا بفايروس كورونا ، وهو ثالث لاعب يصاب بهذا الوباء في الدوري الايطالي,False
3275,MFH,"الصحة العالمية : الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف "" أمل زائف "" من غير المتوقع اختفاء فيروس كورونا في الصيف [رابط]",True
3905,4IF,حسب ما وصلني تم إعتماد # مستشفى _ ثريبان _ العام ليكون مركز تطعيم لأبناء # محافظة _ العرضيات وسيتم البداء بالتطعيم خلال الأسبوع القادم نتمنى أن يكون الخبر صحيح ونتمنى إضافة مركز أخر بالعرضية الشاليه وتفعيل التطعيم من خلال # صيدلية _ الدواء يستاهلون أهالي # العرضيات وأسعدنا الخبر,False
721,4IF,"# عاجل | "" # الصحة _ الروسية "" تحذر من اللقاح الذي أعلن عنه # بوتين لعلاج # كورونا [رابط]",True
3973,ARC,[مستخدم] لالالا هذا لايسوي زي الصين ياكلون الحشرات وكل ماهب ودب وبعدين يجيهم كورونا,False
2297,MFH,الاعلان عن إصابة الرئيس الجزائري عبد المجيد تبون بفيروس # كورونا [رابط],True
4530,ARC,هل تصلح المضادات الحيوية لعلاج الفيروسات ؟ # سؤالك _ عبر _ العربية تغطية خاصة عن فيروس # كورونا . . نخبة من الأطباء عبر # العربية يجيبون على أسئلتكم,True
3705,ARC,إصابة محمد بن زايد بفايروس # كورونا,False
907,ARC,رسالة الى من ابتلي بالتدخين من منظمة الصحة العالمية : التدخين يتلف رئتك وأجزاء أخرى من جسدك ويجعلك أكثر تعرضا لمرض # فيروس _ كورونا _ المستجد هذا هو الوقت المناسب لإيقاف التدخين وأضيف : خاصة ونحن على ابواب # رمضان شهر الصيام والعتق من النيران,True
3312,4IF,وزارة الصحة و البيئة : # العراق أول بلد سيحصل على لقاح # فيروس _ كورونا في حال إقراره # الشرقية # الشرقية _ نيوز [رابط],False
1168,ARC,🔴 اعلن وزير التربية طارق المجذوب بيان صادر عن إنهاء العام الدراسي و اعطاء الإفادات لصفوف الشهادة بسبب الاوضاع الحرجة التي تمر بها البلاد ؛ او بعد ما اعلن ؟ # كورونا _ لبنان,False
4331,ARC,زعيم كوريا الشمالية يقول ان فيروس كورونا لن ينتشر في بلاده لأنه سوف يتم إعدام اي شخص يصاب بهذا المرض # كورونا _ الجديد صاحب الحلول السريعه صريح ابن الحلال 😂 😂,False
2305,ARC,# كورونا . . إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه,False
3821,4IF,# الصين . . أول براءة اختراع للقاح ضد # كورونا لمعرفة تفاصيل اللقاح 👈 : [رابط] [رابط],True
4766,ARC,# كورونا . . إلتقطت هذه الصورة صباح اليوم لطائرة الخطوط الاماراتية اقلعت من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه . . 😅 😜,False
1095,MFH,بعض النصائح المفيدة لحماية نفسك وعائلتك وأحبائك من فيروس كورونا تابع للإستفادة 👇 👇 # الجامعة _ الإسلامية # فايروس _ كورونا # مباشر # تميز _ بانضمامك [رابط],True
1583,MFH,الترجمة : المنتقبات لن يخفن من العدوى وهن اقل عرضة ل كورونا لأنهن لا يصافحن بالايدي ولا يقبلن ولا يعانقن وهذه هي الشروط او بالاحرى الاحتياطات الموصى بها من طرف العلماء لتفادي الاصابة . . الى نساء العالم كله ارتدو النقاب فهو ءامن وسيلة ضد الكورونا .,False
51,ARC,يبدو أن هناك حالات تفشي بفيروس كورونا ( كوفيد 19 ) في مصر تتكتم عنها السلطات المصرية فبعد أن أعلنت الكويت إجراءات مشددة على القادمين من مصر فقد أصدرت الهيئة العامة للطيران المدني في قطر قرارا بحظر وصول المواطنيين المصريين إلى قطر حتى من يحملون إقامات في قطر,False
602,4IF,[مستخدم] اوردنا لك راي خبراء اللقاحات في المؤتمر سلامة اللقاحات المنعقد في جنيف 2019 باشراف # منظمة _ الصحة _ العالمية واضراره المميته والمهلكه لم تتبع راي المختصين ومازلت مؤيدا اللقاح # نرفض _ اللقاح _ الإجباري ومع هذ نعيده للفائده ولعل وعسى تتبع راي المختصين [رابط],False
4420,MFH,بيان هام لرئاسة الجمهورية هذا المساء ترأس رئيس ، عبد المجيد تبون ، اليوم الإثنين بمقر رئاسة الجمهورية ، اجتماعا للمجلس الأعلى للأمن ، بشأن دراسة ومتابعة تطور تفشي فيروس كورونا في البلاد . وحسب بيان لرئاسة الجمهورية سيصدر مساء اليوم بيان هام بشأن اتخاذ إجراءات إضافية لمواجهة هذا الوباء [رابط],True
4443,ARC,# بكين # سانا أعلنت السلطات الصينية يوم امس عن تحقيق نجاح في التوصل لدواء مضاد لفيروس # كورونا . . اراد # المارد _ الصيني استعراض عضلاته على العالم و فرض نفسه كقوة عالمية فتم قمعه بفايروس لعين إنها # الحرب _ الجرثومية اقوى من # الحرب _ النووية يتبع,False
534,4IF,المانيا تقول ان اختبارات لقاح # كورونا في روسيا لم تكن كافية . . هل هو موقف علمي ؟ ام موقف نابع من خسارة مالية بمليارات اليورو ؟ بوتين امام اختبار المصداقية,False
3013,MFH,"⭕ # عاجل | وزارة الصحة : # الجزائر تسجل 20 وفاة جديدة و 69 إصابة بوباء # كورونا "" كوفيد - 19 "" ، ليصل إجمالي الوفيات إلى 313 والإصابات إلى 1983 حالة [رابط]",True
3408,4IF,"🔴 اللقاح الروسي لم يخضع للمرحلة الثانية ، وهي التجارب على الحيوان ‼ والآن يتم تجربته على الإنسان ، ولا أعلم كيف تم الإعلان عنه بأنه لقاح "" آمن "" ل # كورونا # كوفيد _ 19 [رابط]",False
443,MFH,# كورونا . . تعديل مواقيت الحجر في 9 ولايات ليصبح من الساعة 17 : 00 إلى 7 صباحا . . الولايات المعنية هي # الجزائر العاصمة ، المدية ، سطيف ، وهران ، تيزي وزو ، تلمسان ، عين الدفلى ، تيبازة ، وبجاية . [رابط],True
3717,MFH,"الرئيس الجزائرية عبد المجيد تبون سيعود إلى الوطن خلال أيام بعد تعافيه من "" كوفيد - 19 "" - الرئاسة",True
3447,MFH,💣 قنبلة على المباشر 👇 مباشرة من # البيت _ الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن # كورونا _ فيروس بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث . ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف [رابط],False
931,MFH,""" نادية "" . . أول إصابة لنمرة ب # فيروس _ كورونا في حديقة حيوان # نيويورك . . لكن لا دليل على انتقال المرض من الحيوانات إلى البشر # حول _ العالم # امريكا _ كورونا # كورونا # coronavirus # Covid _ 19 [رابط]",True
2841,ARC,عاجل : الارجنتيني باولو ديبالا وجدت له عينة ايجابية فيما يخص فيروس كورونا ! !,False
2267,ARC,[مستخدم] [مستخدم] [مستخدم] هذولا كيف يأكلونه المشكله ان فيروس كورونا يجي من الحيوانات والحشرات انتبهو لعماركم الله يحفظكم,False
2804,MFH,206 حالات # كورونا في لبنان . . فلا داعي للهلع 🙈 سنموت بعد قليل,False
2426,ARC,شاهد قبل حذفه فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات . . وقاعدين الوزرا عكراسي بلاستيك . . ! !,False
4313,ARC,[مستخدم] وعليكم السلام بناء على المعلومات المتوفرة حاليا لايوجد خطر من إنتقال فيروس كورونا عبر البضائع والطرود القادمة من الصين مع تمنياتنا للجميع بالصحة والعافية,True
4516,ARC,صاحب بيت في القطيف خايف من كورونا قام لف كل بيته ب قصدير استغفرالله استخفوا العالم 😂 😂,False
3496,ARC,قد يكون للثوم نكهة لذيذة ، لكنه لا يقي من # فيروس _ كورونا _ المستجد . 🚫 لا تنشروا الشائعات 🚫 إن المعركة ضد # كوفيد _ 19 تلزمنا أيضا بالتصدي للمعلومات المضللة,True
4260,MFH,لاادري مدى دقة كلام وزير الصحة : 🔴 وضع بروتوكول علاج جديد لفيروس كورونا 🔴 العلاج يتم من خلال دواء منتج محليا ومستورد 🔴 الدواء يتم وصفه لحالات الإصابة المؤكدة 🔴 الدواء متوفر حاليا بالكميات الكافية # ريح _ في _ دارك # الجزائر # فيروس _ كورونا [رابط],True
120,ARC,# عاجل . إصابة ملكة بريطانيا بفيروس كورونا # كورونا,False
1149,ARC,🔴 إعلام العدو : إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس # كورونا,False
1052,4IF,"# الصين تفجر مفاجأة . . "" بدأنا استخدام لقاح ضد كوفيد 19 "" [رابط] # البوابة # كورونا",True
4732,ARC,قبل 40 عاما . . « عيون الظلام » . . رواية تنبأت ب # كورونا ! - تدور حول مختبر # صيني يخلق فيروسا جديدا . . لاستخدامه كسلاح بيولوجي,False
4068,ARC,# اشاعات _ كورونا # الاشاعه هندوس يرمون أصنامهم في البحر لأن مانفعتهم ودافعت عنهم من # فيروس _ كورونا 🦠 . . # الحقيقة هذا المقطع تم نشره في سنة 2015 ❗ [مستخدم] . . # خليك _ بالبيت # خليك _ في _ البيت # خليك _ بالبيت # خليك _ في _ البيت # StayAtHome # خلك _ في _ البيت # الزموا _ بيوتكم # الزم _ بيتك # كورونا _ الجديد,True
134,ARC,صحيفة الحقيقة الإلكترونية - عاجل | | # لبنان تنهي العام الدراسي 2020 حرصا على سلامة الطلاب للحد من انتشار # فيروس _ كورونا - عبر تطبيق نبض [مستخدم],False
4505,ARC,حافظوا على الوضوء والصلاة شوف المقطع عن فيروس كورونا الحمدلله الذي خلقنا مسلمين . . # كورونا,False
3931,ARC,الفاتيكان : الفحوصات أثبتت إصابة البابا واثنين من مساعديه بفيروس # كورونا,False
2164,MFH,استخدم لعلاج دونالد ترامب . . الولايات المتحدة تسمح باستخدام علاج ريجينيرون ضد كوفيد - 19 # جريدة _ الراية # سلامتك _ هي _ سلامتي | [رابط],True
3608,4IF,الباحث في علوم الأمصال علي فطوم : بوتين يمنح مطوري لقاح # كورونا الروسي المصداقية لكن ذلك لا يكفي للاستخدام دون إثبات فاعليته علميا # العربية [رابط],True
2629,4IF,روسيا تكشف اسم لقاح فيروس # كورونا . . وتؤكد : اتفقنا مع # الإمارات و # السعودية لإجراء التجارب السريرية عليه [رابط],True
511,ARC,المقطع الذي انتشر لشخص فرنسي يدعى أن معهد باستير اخترع فيروس كورونا عام 2003 مقطع فيه مغالطات ، براءة الاختراع التي تحمل رقم EP1694829 - B1 تعود لمعهد باستور الفرنسي ، لكن تم تفسيرها بشكل خاطئ . وهي براءة اختراع لقاح لفيروس SARS - cov1 # كورونا # CoronaVirusUpdate # COVID19,True
3831,MFH,🔴 🔴 # عاجل : منظمة الصحة العالمية أعلنت عن العلاج النهائي لفيروس الكورونا : وهو شرب الماء بالعسل بالليمون لمدة خمس أيام ، واليوم السادس تشرب ماء بالليمون فقط ؟ بيطلع الفيروس يسألك وين العسل ؟ قوله : قاعد يقرأ الرسالة . . ❤ 😂 😂 ❤ تستاهلون هه,False
2968,ARC,[مستخدم] الشلولو علاج # الكورونا 😂,False
2535,ARC,فيروس كورونا ينتشر عبر منتجات شركة المراعي السعوديه . فالحذر الحذر من استخدام هذه المنتجات . حليب لبن لحوم دجاج عصائر اجبان قشده زبده زبادي,False
3509,MFH,حجر صحي ل 9 ولايات : قسنطينة ، سطيف ؛ باتنة ، تيزي وزو ، وهران ، المدية ، بومرداس ، الوادي ، تيبازة 😭 😥 الحجر الصحي سيكون جئيا ابتداء من الغد ( السبت ) اللهم نسألك العافية 😢 😭 💔 [مستخدم] # كورونا,True
805,4IF,🛑 وزير الصحة الروسي يؤكد مباشرة إستعمال لقاح الكورونا ابتداءا من 10 أوت . # كورونا [رابط],True
251,MFH,"[مستخدم] [مستخدم] منظمة الصحة العالمية ، "" الإعتقاد بان الكورونا سيختفي بحلول الصيف أمل زائف "" !",True
1479,ARC,الطرود القادمة من الصين ليست ناقلة لفيروس كورونا,True
1371,4IF,أول دولة في العالم . . روسيا تعلن بدء إنتاج اللقاح ضد فيروس كورونا رسميا [رابط],True
122,ARC,[مستخدم] [مستخدم] [مستخدم] [مستخدم] صباحك صحة بناء على المعلومات المتوفرة حاليا لايوجد خطر من إنتقال فيروس كورونا الجديد عبر البضائع والطرود المستوردة من الصين مع تمنياتنا للجميع بالصحة والعافية,True
1718,4IF,استقبال المتطوعين للمرحلة الثالثة من التجارب السريرية على لقاح فيروس كورونا من خلال التوجه المباشر إلى مركز المعارض من 8 صباحا حتى 8 مساء . . يمكن المشاركة لمن تزيد أعمارهم عن ال 18 عاما # نواصل _ بعزم # كلنا _ فريق _ البحرين [رابط],True
2653,ARC,س : هل المضادات الحيوية فعالة في منع وعلاج فيروس كورونا الجديد ( 2019 - nCoV ) ؟ ج : لاا . لان المضادات الحيوية تستخدم للبكتريا فقط وليست ضد الفيروسات ، وهو فيروس ، وبالتالي ، لا ينبغي استخدام المضادات الحيوية كوسيلة للوقاية أو العلاج . - منظمة الصحة العالمية,True
1786,ARC,غير صحيح و اشاعه ان الناس في # ايطاليا يرمون النقود يأسا من الحياة . انتبهوا الاشاعات هدفها بث الرعب واضعاف وحدة المجتمع بسبب # وباء # كورونا _ الكويت,True
1074,4IF,إعفاء متطوعي تجارب لقاح # كورونا من # الفحوصات الخارجية . # برق _ الإمارات [رابط],True
567,MFH,# كورونا . . تسجيل 403 حالة جديدة في # الجزائر . [رابط],True
3014,MFH,الوضع حاليا 😷 😂 # كورونا # كورونا _ لبنان # سنموت _ بعد _ قليل [رابط],False
4835,ARC,[مستخدم] عليكم بالثوم اقوى علاج للفيروسات # كورونا,False
2707,4IF,الغريب في اللقاح الروسي ل # كورونا ان التصريح يا من الرئيس الروسي دون الرجوع لمنظمة الصحه العالميه مما يدل على ان المنظمة من منظور الروس مجرد منظمة تخدم اجنده لجهات ذات سياده محدوده !,False
811,ARC,تعرف ازاي ان عندك # كورونا . . ؟ إختبار بسيط لمعرفة # كورونا خلال عشر ثواني بدون مراجعة إلي طبيب أو مختبر ، قد لا يظهر كورونا في البداية اي علامات العدوي ، لحد 28 يوم من ظهور الأعراض فيرس # كورونا يقدم أطباء اليابانيون إختبار بسيط يمكننا القيام به كل صباح خذ نفسا عميقا وأمسك تابع,False
1044,ARC,"انتشار مرض كورونا في الصين : اللون الاصفر : إصابة قليلة اللون البرتغالي : إصابة عامة اللون الأحمر : إصابة خطيرة اللون الابيض : لاتوجد إصابة ( مناطق المسلمين ) "" يمهل ولا يهمل "" # الصين _ كورونا # مغتصبي _ قاصر _ الشمال",False
859,4IF,فايزر تعلن موعد طرح نحو 20 مليون جرعة من لقاح ضد # كورونا رابط تخطي الحجب : [رابط] للمزيد : [رابط],True
2569,ARC,ورد الآن : الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,False
4826,MFH,# وزارة _ الصحة تعلن عن وفاة وافد مصاب بمرض فيروس كورونا # كوفيد 19 ويبلغ من العمر سبعة وثلاثين عاما . وتعد هذه رابع وفاة تسجل في # السلطنة لمريض مصاب بهذا المرض . وتتقدم # وزارة _ الصحة إلى ذوي الفقيد بخالص العزاء والمواساة سائلة الله سبحانه أن يلهم أهله وذويه الصبر والسلوان . [رابط],True
3203,ARC,لا داعي للتوهم ، البعوض لا ينقل فيروس # كورونا 😏 # خليك _ بالبيت واتبع نصائح وتوصيات الأطباء لتجنب الاصابة بفيروس # كوفيد 19 👌,True
3858,MFH,# وزير الصحة يعلن الشروع في معالجة المصابين بفيروس # كورونا بدواء # كلوروكين # فيروس _ كورونا # ريح _ في _ دارك # Algerie # StayHome # coronavirusalgerie # COVID 19 # COVID19 # coronavirus # الجزائر,True
3269,4IF,شاهد : كيف تسعف طفلك اذا ابتلع جسما صلبا # لقاح _ كورونا [رابط],True
318,ARC,الوضوء 5 مرات يوميا يقي من فيروس # كورونا,False
3835,ARC,# عاجل إصابة إليزابيث الثانية ملكة بريطانيا بفيروس كورونا # كورونا # بريطانيا,False
